Scopus search,,,,,,
"search terms: TITLE-ABS-KEY ((""biological record*"" OR ""citizen science"" OR (atlas AND species) OR gbif OR ""Global Biodiversity Information Facility"" OR eBird OR ""National Biodiversity Data Centre"" OR ""NBN"" OR ""National Biodiversity Network"" OR ""Centre for Environmental Data and Recording"") AND (""Great Britain"" OR Ireland OR Scotland OR Wales OR ""Northern Ireland"" OR ""British Isles"" OR UK OR ""United Kingdom"") AND NOT (cancer OR disease OR palliative OR ""cross-sectional"" OR ""cross sectional"" OR ""New South Wales"" OR Pyle OR marmoset))",,,,,,
15 June 2018,,,,,,
,,,,,,
author,title,year,Source title,doi,link,search_venue
"van Strien, A.J., Termaat, T., Kalkman, V., Prins, M., De Knijf, G., Gourmand, A.-L., Houard, X., Nelson, B., Plate, C., Prentice, S., Regan, E., Smallshire, D., Vanappelghem, C., Vanreusel, W.",Occupancy modelling as a new approach to assess supranational trends using opportunistic data: A pilot study for the damselfly Calopteryx splendens,2013,Biodiversity and Conservation,10.1007/s10531-013-0436-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874529174&doi=10.1007%2fs10531-013-0436-1&partnerID=40&md5=b0b4ad4eff411a5d464351ebb3ee169a,Scopus
"Silva, A.P., Kilshaw, K., Johnson, P.J., MacDonald, D.W., Rosalino, L.M.",Wildcat occurrence in Scotland: Food really matters,2013,Diversity and Distributions,10.1111/ddi.12018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872143238&doi=10.1111%2fddi.12018&partnerID=40&md5=546c0a26c0bd97ac9d404a38f41fa6a6,Scopus
"Kujala, H., Vepsäläinen, V., Zuckerberg, B., Brommer, J.E.",Range margin shifts of birds revisited - the role of spatiotemporally varying survey effort,2013,Global Change Biology,10.1111/gcb.12042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871935142&doi=10.1111%2fgcb.12042&partnerID=40&md5=979e694b28a1097818f37f8a29a546c4,Scopus
"Seed, L., Wolseley, P., Gosling, L., Davies, L., Power, S.A.","Modelling relationships between lichen bioindicators, air quality and climate on a national scale: results from the UK OPAL air survey.",2013,"Environmental pollution (Barking, Essex : 1987)",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891622242&partnerID=40&md5=8bd8fb4cc139403e342065426c07b309,Scopus
"Cheney, B., Thompson, P.M., Ingram, S.N., Hammond, P.S., Stevick, P.T., Durban, J.W., Culloch, R.M., Elwen, S.H., Mandleberg, L., Janik, V.M., Quick, N.J., Islas-Villanueva, V., Robinson, K.P., Costa, M., Eisfeld, S.M., Walters, A., Phillips, C., Weir, C.R., Evans, P.G., Anderwald, P., Reid, R.J., Reid, J.B., Wilson, B.",Integrating multiple data sources to assess the distribution and abundance of bottlenose dolphins Tursiops truncatus in Scottish waters,2013,Mammal Review,10.1111/j.1365-2907.2011.00208.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871314020&doi=10.1111%2fj.1365-2907.2011.00208.x&partnerID=40&md5=5fc758b1159ad85cad06a9b1a2aff14b,Scopus
"Seed, L., Wolseley, P., Gosling, L., Davies, L., Power, S.A.","Modelling relationships between lichen bioindicators, air quality and climate on a national scale: Results from the UK OPAL air survey",2013,Environmental Pollution,10.1016/j.envpol.2013.07.045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882800340&doi=10.1016%2fj.envpol.2013.07.045&partnerID=40&md5=56f01f579b04234e67a7b0de6b5f338a,Scopus
"Hobbs, S.J., White, P.C.L.",Motivations and barriers in relation to community participation in biodiversity recording,2012,Journal for Nature Conservation,10.1016/j.jnc.2012.08.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868377387&doi=10.1016%2fj.jnc.2012.08.002&partnerID=40&md5=e81d0d355a90d3b473e44090227a914e,Scopus
"Blake, S., Siddharthan, A., Nguyen, H., Sharma, N., Robinson, A.-M., O'mahony, E., Darvill, B., Mellish, C., Van Der Wal, R.",Natural language generation for nature conservation: Automating feedback to help volunteers identify bumblebee species,2012,24th International Conference on Computational Linguistics - Proceedings of COLING 2012: Technical Papers,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876788100&partnerID=40&md5=cf0d7b94bb45aa7ac3cc1297395ecb7f,Scopus
"Gardiner, M.M., Allee, L.L., Brown, P.M.J., Losey, J.E., Roy, H.E., Smyth, R.R.",Lessons from lady beetles: Accuracy of monitoring data from US and UK citizenscience programs,2012,Frontiers in Ecology and the Environment,10.1890/110185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868358507&doi=10.1890%2f110185&partnerID=40&md5=8628c4ae2dd9d34ae72973c59c766a88,Scopus
"Green, M., Kaleta, R., Keirle, I.","Habitat associations and winter distribution of Ring Ouzels in the Atlas Mountains, Morocco",2012,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873589275&partnerID=40&md5=f8ac8856073d0c50820f5ed2da77aa08,Scopus
"Lye, G.C., Osborne, J.L., Park, K.J., Goulson, D.",Using citizen science to monitor Bombus populations in the UK: Nesting ecology and relative abundance in the urban environment,2012,Journal of Insect Conservation,10.1007/s10841-011-9450-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866450539&doi=10.1007%2fs10841-011-9450-3&partnerID=40&md5=ceb47b69613e94580a18feeb07ee26a0,Scopus
"Catterall, S., Cook, A.R., Marion, G., Butler, A., Hulme, P.E.",Accounting for uncertainty in colonisation times: A novel approach to modelling the spatio-temporal dynamics of alien invasions using distribution data,2012,Ecography,10.1111/j.1600-0587.2011.07190.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866751465&doi=10.1111%2fj.1600-0587.2011.07190.x&partnerID=40&md5=a394325810f93bd7a7dddb82f873cc4c,Scopus
"Dolman, P.M., Panter, C.J., Mossman, H.L.",The biodiversity audit approach challenges regional priorities and identifies a mismatch in conservation,2012,Journal of Applied Ecology,10.1111/j.1365-2664.2012.02174.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866526583&doi=10.1111%2fj.1365-2664.2012.02174.x&partnerID=40&md5=a86acc084ee818ebaafba210e3f7bd24,Scopus
"Vincent, P., Benson, R.B.J.","Anningasaura, a basal plesiosaurian (Reptilia, Plesiosauria) from the Lower Jurassic of Lyme Regis, United Kingdom",2012,Journal of Vertebrate Paleontology,10.1080/02724634.2012.686467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865845456&doi=10.1080%2f02724634.2012.686467&partnerID=40&md5=83472bb27f070e626416545cdc6f4d73,Scopus
"Stevenson, M.D., Rossmo, D.K., Knell, R.J., Le Comber, S.C.",Geographic profiling as a novel spatial tool for targeting the control of invasive species,2012,Ecography,10.1111/j.1600-0587.2011.07292.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861334221&doi=10.1111%2fj.1600-0587.2011.07292.x&partnerID=40&md5=dd1b300d792a20d69fe2f43ea830902d,Scopus
"Woodward, I., Arnold, R.",The changing status of the breeding birds of the Inner London area,2012,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873618862&partnerID=40&md5=d14997ccf178af3eb27e48f485152d5e,Scopus
"Witt, M.J., Hardy, T., Johnson, L., McClellan, C.M., Pikesley, S.K., Ranger, S., Richardson, P.B., Solandt, J.-L., Speedie, C., Williams, R., Godley, B.J.",Basking sharks in the northeast Atlantic: Spatio-temporal trends from sightings in UK waters,2012,Marine Ecology Progress Series,10.3354/meps09737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863852531&doi=10.3354%2fmeps09737&partnerID=40&md5=40279560b6c47ff0b0ec30d4c4d53fa4,Scopus
"Roy, H.E., Adriaens, T., Isaac, N.J.B., Kenis, M., Onkelinx, T., Martin, G.S., Brown, P.M.J., Hautier, L., Poland, R., Roy, D.B., Comont, R., Eschen, R., Frost, R., Zindel, R., Van Vlaenderen, J., Nedvěd, O., Ravn, H.P., Grégoire, J.-C., de Biseau, J.-C., Maes, D.",Invasive alien predator causes rapid declines of native European ladybirds,2012,Diversity and Distributions,10.1111/j.1472-4642.2012.00883.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862006486&doi=10.1111%2fj.1472-4642.2012.00883.x&partnerID=40&md5=8f089856604750a1ea57180192aa4499,Scopus
"Holt, C.A., Hewson, C.M., Fuller, R.J.","Conservation priority species: The Nightingale in Britain: Status, ecology and conservation needs",2012,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869011857&partnerID=40&md5=276830016e5af47b3e4888374d6c78e6,Scopus
"O'Neill, B.F., Bond, K., Tyner, A., Sheppard, R., Bryant, T., Chapman, J., Bell, J., Donnelly, A.",Climatic change is advancing the phenology of moth species in Ireland,2012,Entomologia Experimentalis et Applicata,10.1111/j.1570-7458.2012.01234.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857661801&doi=10.1111%2fj.1570-7458.2012.01234.x&partnerID=40&md5=92e3800871255cf0448081422fd0f4a1,Scopus
"Doxford, S.W., Freckleton, R.P.","Changes in the large-scale distribution of plants: Extinction, colonisation and the effects of climate",2012,Journal of Ecology,10.1111/j.1365-2745.2011.01902.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856918464&doi=10.1111%2fj.1365-2745.2011.01902.x&partnerID=40&md5=4d6d1149c85ec0dc1d8cfbea12f28704,Scopus
"Carpenter, D., Sherlock, E., Jones, D.T., Chiminoides, J., Writer, T., Neilson, R., Boag, B., Keith, A.M., Eggleton, P.",Mapping of earthworm distribution for the British Isles and Eire highlights the under-recording of an ecologically important group,2012,Biodiversity and Conservation,10.1007/s10531-011-0194-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856264068&doi=10.1007%2fs10531-011-0194-x&partnerID=40&md5=595ac3e32f0b8188f70386925cecb03a,Scopus
"Hill, M.O.",Local frequency as a key to interpreting species occurrence data when recording effort is not known,2012,Methods in Ecology and Evolution,10.1111/j.2041-210X.2011.00146.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867426049&doi=10.1111%2fj.2041-210X.2011.00146.x&partnerID=40&md5=0338dbbb1cf6df9b389a4ce296ecc42b,Scopus
"Norman, D., Harris, R.J., Newson, S.E.",Producing regional estimates of population size for common and widespread breeding birds from national monitoring data,2012,Bird Study,10.1080/00063657.2011.623766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857201273&doi=10.1080%2f00063657.2011.623766&partnerID=40&md5=2b9ee6cf0f55cef509a390704757d321,Scopus
"Hayashi, R.",Atlas of the barnacles on marine vertebrates in Japanese waters including taxonomic review of superfamily Coronuloidea (Cirripedia: Thoracica),2012,Journal of the Marine Biological Association of the United Kingdom,10.1017/S0025315411000737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855663044&doi=10.1017%2fS0025315411000737&partnerID=40&md5=72ff08a47c9febf2592d31bc7ca453fe,Scopus
"Purse, B.V., Gregory, S.J., Harding, P., Roy, H.E.",Habitat use governs distribution patterns of saprophagous (litter-transforming) macroarthropods - A case study of British woodlice (Isopoda: Oniscidea),2012,European Journal of Entomology,10.14411/eje.2012.068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871120041&doi=10.14411%2feje.2012.068&partnerID=40&md5=d1b264a24e21a63b92af67cca95010e1,Scopus
"Ellis, R.","Jizz and the joy of pattern recognition: Virtuosity, discipline and the agency of insight in UK naturalists' arts of seeing",2011,Social Studies of Science,10.1177/0306312711423432,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255149994&doi=10.1177%2f0306312711423432&partnerID=40&md5=25682a7c5fd970d96119f3e9db22d84a,Scopus
"Pino-del-Carpio, A., Villarroya, A., Ariño, A.H., Puig, J., Miranda, R.",Communication gaps in knowledge of freshwater fish biodiversity: Implications for the management and conservation of Mexican biosphere reserves,2011,Journal of Fish Biology,10.1111/j.1095-8649.2011.03073.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955247645&doi=10.1111%2fj.1095-8649.2011.03073.x&partnerID=40&md5=ef7476de164beb5fe3fef29650295832,Scopus
"Ellul, C., Francis, L., Haklay, M.",A flexible database-centric platform for citizen science data capture,2011,"Proceedings - 7th IEEE International Conference on e-Science Workshops, eScienceW 2011",10.1109/eScienceW.2011.15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856966315&doi=10.1109%2feScienceW.2011.15&partnerID=40&md5=fcd9d64160a18a85616f0674af7f43c2,Scopus
"de Albuquerque, F.S., Castro-Díez, P., Rueda, M., Hawkins, B.A., Rodríguez, M.A.","Relationships of climate, residence time, and biogeographical origin with the range sizes and species richness patterns of exotic plants in Great Britain",2011,Plant Ecology,10.1007/s11258-011-9962-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054042851&doi=10.1007%2fs11258-011-9962-7&partnerID=40&md5=a6895c23b1d4407b9e73b52a04318387,Scopus
"MacKechnie, C., Maskell, L., Norton, L., Roy, D.",The role of 'Big Society' in monitoring the state of the natural environment,2011,Journal of Environmental Monitoring,10.1039/c1em10615e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053580280&doi=10.1039%2fc1em10615e&partnerID=40&md5=74a2a79187ba5b93771ff7d21ae6ca25,Scopus
"Eames, M., Egmose, J.",Community foresight for urban sustainability: Insights from the Citizens Science for Sustainability (SuScit) project,2011,Technological Forecasting and Social Change,10.1016/j.techfore.2010.09.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955464062&doi=10.1016%2fj.techfore.2010.09.002&partnerID=40&md5=04207b17362f09d1ca6dd093bcb7174c,Scopus
"White, K.",The irish national biodiversity data centre,2011,GEO: connexion,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053002313&partnerID=40&md5=d184b32da8f2d23c84fee693cf82e086,Scopus
"Sheil, D., Padmanaba, M.","Of cecropias, snarks and boojums",2011,Plant Ecology and Diversity,10.1080/17550874.2011.610373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856192375&doi=10.1080%2f17550874.2011.610373&partnerID=40&md5=7a04eefc8ced10629081df80956d44cb,Scopus
"Sheil, D., Padmanaba, M.","Innocent invaders? A preliminary assessment of cecropia, an american tree, in java",2011,Plant Ecology and Diversity,10.1080/17550874.2011.610371,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856184815&doi=10.1080%2f17550874.2011.610371&partnerID=40&md5=bc5fc88da6d429126e87f8df1680c145,Scopus
"Roy, H.E., Vega, F.E., Chandler, D., Goettel, M.S., Pell, J., Wajnberg, E.",The ecology of fungal entomopathogens,2010,The Ecology of Fungal Entomopathogens,10.1007/978-90-481-3966-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900218471&doi=10.1007%2f978-90-481-3966-8&partnerID=40&md5=679e9b3943f44b3b970676f617dd232e,Scopus
"Kirkhope, C.L., Williams, R.L., Catlin-Groves, C.L., Rees, S.G., Montesanti, C., Jowers, J., Stubbs, H., Newberry, J., Hart, A.G., Goodenough, A.E., Stafford, R.",Social networking for biodiversity: The BeeID project,2010,"2010 International Conference on Information Society, i-Society 2010",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053360275&partnerID=40&md5=935ca2eb28edb0ef35b9be2fd1103e77,Scopus
"Dennis, R.L.H., Dapporto, L., Sparks, T.H., Williams, S.R., Greatorex-Davies, J.N., Asher, J., Roy, D.B.",Turnover and trends in butterfly communities on two British tidal islands: Stochastic influences and deterministic factors,2010,Journal of Biogeography,10.1111/j.1365-2699.2010.02380.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649511408&doi=10.1111%2fj.1365-2699.2010.02380.x&partnerID=40&md5=eecae5022df49065a311c8bdf42cf5bb,Scopus
"Fox, R., Roy, D.B., Dennis, R.L.H., Asher, J.","A new look at the changing distributions of British butterflies: Different analysis, same results",2010,Entomologist's Gazette,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449282707&partnerID=40&md5=691ae13cae87a150dcd39606746947df,Scopus
"Holling, M.",Rare breeding birds in the United Kingdom in 2008,2010,British Birds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957173043&partnerID=40&md5=e19691b39cd3a497f7b186a294fd37bf,Scopus
"Lawrence, A.",The personal and political of volunteers’ data: Towards a national biodiversity database for the UK,2010,"Taking Stock of Nature: Participatory Biodiversity Assessment for Policy, Planning and Practice",10.1017/CBO9780511676482.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149471051&doi=10.1017%2fCBO9780511676482.012&partnerID=40&md5=e5341e4c78515e6db2fcede4a635799b,Scopus
"Marshall, J.","Grasshoppers, crickets and allied insects",2010,Silent Summer: The State of Wildlife in Britain and Ireland,10.1017/CBO9780511778230.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927913614&doi=10.1017%2fCBO9780511778230.031&partnerID=40&md5=ee915e317544b84f949df97c743bea7c,Scopus
"Yalden, D.W.",Mammals in the twentieth century,2010,Silent Summer: The State of Wildlife in Britain and Ireland,10.1017/CBO9780511778230.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928863844&doi=10.1017%2fCBO9780511778230.017&partnerID=40&md5=847b89cdf0081c14284481c78ab3cd39,Scopus
"Cooper, C.B., Smith, J.A.",Gender patterns in bird-related recreation in the USA and UK,2010,Ecology and Society,10.5751/ES-03603-150404,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651519738&doi=10.5751%2fES-03603-150404&partnerID=40&md5=fabf56d91abe60269426c435cb938744,Scopus
"Jones, D.G., Appleton, J.D., Breward, N., MacKenzie, A.C., Scheib, C., Beresford, N.A., Barnett, C.L., Wood, M.D., Copplestone, D.",Assessment of naturally occurring radionuclides around England and Wales: Application of the G-BASE dataset to estimate doses to non-human species,2009,Radioprotection,10.1051/radiopro/20095116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953551428&doi=10.1051%2fradiopro%2f20095116&partnerID=40&md5=b6acab3fb9853c66c9be3bb0e35ef277,Scopus
"Dennis, R.L.H.",Changes in butterfly distributions: A simple correction for bias caused by sub-sampling of atlas records makes no difference to BAP status,2009,Entomologist's Gazette,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249127796&partnerID=40&md5=438ce462840faca0f769a766405ec033,Scopus
"Hüppop, K., Hüppop, O.",An atlas of bird ringing at the island of Helgoland. Part 5: Ringing recoveries from 1909 to 2008 [Atlas zur vogelberingung auf Helgoland Teil 5: Ringfunde von 1909 bis 2008],2009,Vogelwarte,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349560430&partnerID=40&md5=96cda12f8744182bd776bbd5a2fcaf38,Scopus
"Lawrence, A.","The first cuckoo in winter: Phenology, recording, credibility and meaning in Britain",2009,Global Environmental Change,10.1016/j.gloenvcha.2009.01.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349148553&doi=10.1016%2fj.gloenvcha.2009.01.006&partnerID=40&md5=f5e2945f585e8b0f58138bf5ea736428,Scopus
"Hancock, M.H., Smith, T., Chamberlain, D.E., Wilson, J.D., Lack, P.C.",Using repeated winter surveys to estimate changes in abundance of seed-eating passerines,2009,Bird Study,10.1080/00063650802648218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66249106047&doi=10.1080%2f00063650802648218&partnerID=40&md5=951e543afedb5a1a32b6294fa8fe47b2,Scopus
"Hulme, P.E.","Relative roles of life-form, land use and climate in recent dynamics of alien plant distributions in the British Isles",2009,Weed Research,10.1111/j.1365-3180.2008.00658.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149394368&doi=10.1111%2fj.1365-3180.2008.00658.x&partnerID=40&md5=92d978f571c99a757418967eced7d18c,Scopus
"Blight, A.J., Allcock, A.L., Maggs, C.A., Johnson, M.P.",Intertidal molluscan and algal species richness around the UK coast,2009,Marine Ecology Progress Series,10.3354/meps08379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649132316&doi=10.3354%2fmeps08379&partnerID=40&md5=3e9eb3ee4b11040351e5ac065d73af86,Scopus
"Gimona, A., Messager, P., Occhi, M.",CORINE-based landscape indices weakly correlate with plant species richness in a northern European landscape transect,2009,Landscape Ecology,10.1007/s10980-008-9279-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349092713&doi=10.1007%2fs10980-008-9279-7&partnerID=40&md5=a7e03a2372409bc99020ee1751c533d9,Scopus
"Hulme, P.E.",Contrasting alien and native plant species-area relationships: The importance of spatial grain and extent,2008,Global Ecology and Biogeography,10.1111/j.1466-8238.2008.00404.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49449103169&doi=10.1111%2fj.1466-8238.2008.00404.x&partnerID=40&md5=3ce03cd2dba59a98d295fccd2563364f,Scopus
"Gillings, S.",Designing a winter bird atlas field methodology: Issues of time and space in sampling and interactions with habitat,2008,Journal of Ornithology,10.1007/s10336-008-0286-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45449116693&doi=10.1007%2fs10336-008-0286-x&partnerID=40&md5=abedc87cb35643acde0b1a2cee9f718f,Scopus
"Simmons, D.M., Swanson, L.W.",High-resolution paraventricular nucleus serial section model constructed within a traditional rat brain atlas,2008,Neuroscience Letters,10.1016/j.neulet.2008.04.057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549101901&doi=10.1016%2fj.neulet.2008.04.057&partnerID=40&md5=d539a5b51ed5ad8bc5e6f7271a277ac1,Scopus
"Bruton, D.L.","A systematic revision of Selenopeltis (Trilobita: Odontopleuridae) with description of new material from the Ordovician Anti Atlas region, Morocco",2008,Palaontologische Zeitschrift,10.1007/BF02988429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749121127&doi=10.1007%2fBF02988429&partnerID=40&md5=e406f0956e90f1c8430548780870aa93,Scopus
"Pickford, D.B., Larroze, S., Takase, M., Mitsui, N., Tooi, O., Santo, N.",Investigating potential for effects of environmental endocrine disrupters on wild populations of amphibians in UK and Japan: status of historical databases and review of methods.,2007,Environmental sciences : an international journal of environmental physiology and toxicology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40949163951&partnerID=40&md5=aa13af284b69f9cc84254f3e9cfea085,Scopus
"Humphries, R.N., Meade, R.",Design and Reporting Criteria for reed bed and fen restoration in mineral workings,2007,American Society of Mining and Reclamation - 24th National Meetings of the American Society of Mining and Reclamation 2007: 30 Years of SMCRA and Beyond,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865352484&partnerID=40&md5=f59010221af6454db034f7db9de3c721,Scopus
"Holl, K., Smith, M.",Scottish upland forests: History lessons for the future,2007,Forest Ecology and Management,10.1016/j.foreco.2007.04.042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548045746&doi=10.1016%2fj.foreco.2007.04.042&partnerID=40&md5=97c21e23e23f99a089bc26c8e98b15b3,Scopus
"Evans, K.L., Greenwood, J.J.D., Gaston, K.J.",The positive correlation between avian species richness and human population density in Britain is not attributable to sampling bias,2007,Global Ecology and Biogeography,10.1111/j.1466-8238.2006.00288.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247094230&doi=10.1111%2fj.1466-8238.2006.00288.x&partnerID=40&md5=1721e4ba9ed472fa3ebdc2cd7f9a39af,Scopus
"Chilvers, J.",Towards analytic-deliberative forms of risk governance in the UK? Reflecting on learning in radioactive waste,2007,Journal of Risk Research,10.1080/13669870601147581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947160654&doi=10.1080%2f13669870601147581&partnerID=40&md5=740d37159c92a91c53d0cfe0db88187e,Scopus
"Hardy, P.B., Dennis, R.L.H.",Seasonal and daily shifts in substrate use by settling butterflies: Conserving resources for invertebrates has a behavioral dimension,2007,Journal of Insect Behavior,10.1007/s10905-007-9073-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947409072&doi=10.1007%2fs10905-007-9073-4&partnerID=40&md5=8ff40b60569554fbacc7496e04a87e9f,Scopus
"Morillas, C.A., Romero, S.F., Martínez, A., Pelayo, F.J., Ros, E., Fernández, E.",A design framework to model retinas,2007,BioSystems,10.1016/j.biosystems.2006.09.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846072532&doi=10.1016%2fj.biosystems.2006.09.009&partnerID=40&md5=7aebb14d6d0a8902bbd633c12c8b4956,Scopus
"Bernardos, S., Amado, A., Amich, F.",The narrow endemic Scrophularia valdesii Ortega-Olivencia &amp; Devesa (Scrophulariaceae) in the Iberian Peninsula: An evaluation of its conservation status,2006,Biodiversity and Conservation,10.1007/s10531-005-3017-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644839693&doi=10.1007%2fs10531-005-3017-0&partnerID=40&md5=362d524f10929068a53c424c802f8fb7,Scopus
[No author name available],Mapping the UK's offshore ecosystem,2006,Petroleum Review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751110515&partnerID=40&md5=c5292f5160496c40aeaf268e1fed7e34,Scopus
"Carvell, C., Roy, D.B., Smart, S.M., Pywell, R.F., Preston, C.D., Goulson, D.",Declines in forage availability for bumblebees at a national scale,2006,Biological Conservation,10.1016/j.biocon.2006.05.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748294306&doi=10.1016%2fj.biocon.2006.05.008&partnerID=40&md5=2fbb1101a6845aa319787567e6b3663c,Scopus
"Gimona, A., Brewer, M.J.",Local environmental effects and spatial effects in macroecological studies using mapped abundance classes: The case of the rook Corvus frugilegus in Scotland,2006,Journal of Animal Ecology,10.1111/j.1365-2656.2006.01134.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746822204&doi=10.1111%2fj.1365-2656.2006.01134.x&partnerID=40&md5=e679bf51beb0fe64238cc8aff8069a58,Scopus
"Dennis, R.L.H., Shreeve, T.G., Isaac, N.J.B., Roy, D.B., Hardy, P.B., Fox, R., Asher, J.",The effects of visual apparency on bias in butterfly recording and monitoring,2006,Biological Conservation,10.1016/j.biocon.2005.10.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29944442469&doi=10.1016%2fj.biocon.2005.10.015&partnerID=40&md5=9bf993b72be7201606b9946de67c1753,Scopus
"Moore, L.T., McEvoy, B., Cape, E., Simms, K., Bradley, D.G.",A Y-chromosome signature of hegemony in Gaelic Ireland,2006,American Journal of Human Genetics,10.1086/500055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-31544439931&doi=10.1086%2f500055&partnerID=40&md5=6f800273d4d386a8a2178c5bf66315fc,Scopus
"Hussey, C., Wilkinson, S., Tweddle, J.",Delivering a name-server for biodiversity information,2006,Data Science Journal,10.2481/dsj.5.18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746642955&doi=10.2481%2fdsj.5.18&partnerID=40&md5=e1a8e7c8a07686a14778262b77a29131,Scopus
"Copp, G.H., Stakenas, S., Davison, P.I.",The incidence of non-native fishes in water courses: Example of the United Kingdom,2006,Aquatic Invasions,10.3391/ai.2006.1.2.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249019792&doi=10.3391%2fai.2006.1.2.3&partnerID=40&md5=24b5c3820b1853e3a7ba19183da6813f,Scopus
"Toms, M.P., Newson, S.E.",Volunteer surveys as a means of inferring trends in garden mammal populations,2006,Mammal Review,10.1111/j.1365-2907.2006.00094.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845497719&doi=10.1111%2fj.1365-2907.2006.00094.x&partnerID=40&md5=af175d1bb1605fc285d42bf09c1c17f3,Scopus
"Nelson, S.H., Evans, A.D., Bradbury, R.B.",The efficacy of collar-mounted devices in reducing the rate of predation of wildlife by domestic cats,2005,Applied Animal Behaviour Science,10.1016/j.applanim.2005.04.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444524482&doi=10.1016%2fj.applanim.2005.04.003&partnerID=40&md5=b94b0150fd9e4667c11268e766678c7b,Scopus
