author,title,year,articleURL,doi
"S Pieters, J Stuyck","T. Adriaens, K. Baert, P. Breyne, J. Casaer, S. Devisscher, T. Onkelinx",2015,https://data.inbo.be/pureportal/files/9680025/Adriaens_etal_2015_BiolInvasions.pdf,NA
T Dawson,Taking the middle path to the coast,2015,https://books.google.com/books?hl=en&lr=&id=zmGhCAAAQBAJ&oi=fnd&pg=PA248&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=48Q7ymrD9x&sig=_JCzembPnwDPxjSOfHdQJ5YlBrI,NA
"HE Roy, PMJ Brown",Ten years of invasion: Harmonia axyridis (Pallas)(Coleoptera: Coccinellidae) in Britain,2015,http://onlinelibrary.wiley.com/doi/10.1111/een.12203/full,NA
"T Adriaens, G San Martin y Gomez…","Testing the applicability of regional IUCN Red List criteria on ladybirds (Coleoptera, Coccinellidae) in Flanders (north Belgium): opportunities for conservation",2015,http://onlinelibrary.wiley.com/doi/10.1111/icad.12124/full,NA
"RL Stephenson, MJ Power, SW Laffan…",Tests of larval retention in a tidally energetic environment reveal the complexity of the spatial structure in herring populations,2015,http://onlinelibrary.wiley.com/doi/10.1111/fog.12129/full,NA
"EC Blake, I Cross, M Simões de Abreu…",The acoustic and auditory contexts of human behavior,2015,http://www.journals.uchicago.edu/doi/abs/10.1086/679445,NA
"H Hawkins, SA Marston, M Ingram…",The art of socioecological transformation,2015,http://www.tandfonline.com/doi/abs/10.1080/00045608.2014.988103,NA
"MJO Pocock, HE Roy, CD Preston…",The Biological Records Centre: a pioneer of citizen science,2015,https://academic.oup.com/biolinnean/article-abstract/115/3/475/2440508,NA
"AD Tripodi, AL Szalanski","The bumble bees (Hymenoptera: Apidae: Bombus) of Arkansas, fifty years later",2015,https://www.jcel-pub.org/melittology/article/view/4834,NA
"PDF von Heland, M Nyberg, A Bondesson…",The Citizen Field Engineer: Crowdsourced Maintenance of Connected Water Infrastructure,2015,https://www.atlantis-press.com/php/download_paper.php?id=25836161,NA
"R Kitchin, G McArdle",The diverse nature of big data,2015,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2662462,NA
"M Vecchione, T Falkenhaug, T Sutton, A Cook…",The effect of the North Atlantic Subpolar Front as a boundary in pelagic biogeography decreases with increasing depth and organism size,2015,https://www.sciencedirect.com/science/article/pii/S007966111500186X,NA
DL Matchen,The Geology of Canaan Valley,2015,http://www.bioone.org/doi/abs/10.1656/058.014.sp704,NA
"LRFD Knight, A Brancelj, B Hänfling…",The groundwater invertebrate fauna of the Channel Islands,2015,https://subtbiol.pensoft.net/article_preview.php?id=4792,NA
"SJM Caporn, AE Rosenburg, CD Field",The importance of atmospheric quality in determining upland vegetation,2015,https://www.nationaltrust.org.uk/marsden-moor-estate/documents/managing-molinia.pdf#page=28,NA
"AW Wamukota, B Crona, K Osuka…",The importance of selected individual characteristics in determining market prices for fishers and traders in Kenyan small-scale fisheries,2015,http://www.tandfonline.com/doi/abs/10.1080/08941920.2015.1014600,NA
"JR Stewart, RM Jacobi",The long term response of birds to climate change: New results from a cold stage avifauna in northern England,2015,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0122617,NA
C Chatters,The New Forest Non-Native Plants Project,2015,http://www.hiwwt.org.uk/sites/default/files/files/Living%20Landscapes/new%20forest/Report%20NFNNPP%202009%20to%202015%20FINAL%20CAC%20150429.pdf,NA
"RL White, AE Sutton, R Salguero-Gomez, TC Bray…",The next generation of action ecology: novel approaches towards global ecological research,2015,http://onlinelibrary.wiley.com/doi/10.1890/ES14-00485.1/full,NA
"A Kopf, M Bicak, R Kottmann…",The ocean sampling day consortium,2015,https://gigascience.biomedcentral.com/articles/10.1186/s13742-015-0066-5,NA
"TH Oliver, DB Roy",The pitfalls of ecological forecasting,2015,https://academic.oup.com/biolinnean/article-abstract/115/3/767/2440542,NA
"A Vrolijk, Z Szajnfarber","THE PUBLIC PICKED OPTION X, NOW WHAT? BOLSTERING NASA'S DECISION-MAKING PROCESSES BY APPROPRIATELY SOLICITING PUBLIC INPUT",2015,https://www.researchgate.net/profile/Ademir_Vrolijk/publication/283158111_The_Public_Picked_Option_X_Now_What_Bolstering_NASA'S_Decision-Making_Processes_By_Appropriately_Soliciting_Public_Input/links/562d83f508ae22b17034c458.pdf,NA
"CJ Rhodes, P Henrys, GM Siriwardena…",The relative value of field survey and remote sensing for biodiversity assessment,2015,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12385/full,NA
"C Gossa, M Fisher, EJ Milner-Gulland",The research–implementation gap: how practitioners and researchers from developing countries perceive the role of peer-reviewed literature in conservation science,2015,https://www.cambridge.org/core/journals/oryx/article/researchimplementation-gap-how-practitioners-and-researchers-from-developing-countries-perceive-the-role-of-peerreviewed-literature-in-conservation-science/D3702F6BD54CE78D4EFE7379631F9A33,NA
"P Dennis, J Skartveit, A Kunaver…",The response of spider (Araneae) assemblages to structural heterogeneity and prey abundance in sub-montane vegetation modified by conservation grazing,2015,https://www.sciencedirect.com/science/article/pii/S2351989415000335,NA
"AJA Stewart, TM Bantock, BC Beckmann…",The role of ecological interactions in determining species ranges and range changes,2015,https://academic.oup.com/biolinnean/article-abstract/115/3/647/2440502,NA
"CA Bahlai, M Colunga-Garcia, SH Gage, DA Landis",The role of exotic ladybeetles in the decline of native ladybeetle populations: evidence from long-term monitoring,2015,https://link.springer.com/article/10.1007/s10530-014-0772-4,NA
"BD Taff, M Jones, B Bruyere, P Newman…",The Role of Universities in Protected Area Management: Considerations for the Future,2015,http://www.jstor.org/stable/44131228,NA
"U Wehn, J Evers",The social innovation potential of ICT-enabled citizen observatories to increase eParticipation in local flood risk management,2015,https://www.sciencedirect.com/science/article/pii/S0160791X15000421,NA
S Aryal,The socio-ecological impacts of structural changes in the transhumance system of the mountainous area of Nepal,2015,https://eprints.usq.edu.au/27985/,NA
"R Fox, TM Brereton, J Asher, TA August, MS Botham…",The State of the UK's Butterflies 2015,2015,http://nora.nerc.ac.uk/id/eprint/513489/1/N513489CR.pdf,NA
"N Aham-Anyanwu, H Li",Toward e-public engagement: A review of public participation for government governance,2015,https://aisel.aisnet.org/icis2015/proceedings/eBizeGov/13/,NA
J Lyytimäki,Towards a bright future? The systems intelligent perspective on the management of light pollution,2015,https://www.researchgate.net/profile/Annuska_Rantanen/publication/312155517_Strategic_planning_and_epistemology_of_change_Probing_the_fitness_of_urban_and_planning_systems_with_resilient_spatial_strategies/links/5872c52808ae8fce4923887a/Strategic-planning-and-epistemology-of-change-Probing-the-fitness-of-urban-and-planning-systems-with-resilient-spatial-strategies.pdf#page=66,NA
"DS Schmeller, R Julliard, PJ Bellingham…",Towards a global terrestrial species monitoring program,2015,https://www.sciencedirect.com/science/article/pii/S1617138115000278,NA
"WD Kissling, A Hardisty, EA García, M Santamaria…",Towards global interoperability for supporting biodiversity research on essential biodiversity variables (EBVs),2015,http://www.tandfonline.com/doi/abs/10.1080/14888386.2015.1068709,NA
"A Pommerening, L Vítková, X Zhao, C Pallares Ramos",Towards understanding human tree selection behaviour,2015,https://pub.epsilon.slu.se/12892/7/Pommerening_et_al_151207.pdf,NA
"BV Purse, N Golding",Tracking the distribution and impacts of diseases with biological records and distribution modelling,2015,https://academic.oup.com/biolinnean/article-abstract/115/3/664/2440518,NA
"GD Powney, SSA Cham, D Smallshire, NJB Isaac",Trait correlates of distribution trends in the Odonata of Britain and Ireland,2015,https://peerj.com/articles/1410/?td=tw,NA
S Johnson,Transformation of the School Grounds for Darwin-Inspired Learning,2015,https://link.springer.com/chapter/10.1007/978-94-6209-833-6_28,NA
"AJ van Strien, DL Bekker, MJJ La Haye…",Trends in small mammals derived from owl pellet data using occupancy modelling,2015,https://www.sciencedirect.com/science/article/pii/S1616504715000373,NA
"BC Beckmann, BV Purse, DB Roy, HE Roy, PG Sutton…",Two species with an unusual combination of traits dominate responses of British grasshoppers and crickets to environmental change,2015,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0130488,NA
"DS Chapman, S Bell, S Helfer…",Unbiased inference of plant flowering phenology from biological recording data,2015,https://academic.oup.com/biolinnean/article-abstract/115/3/543/2440256,NA
"R Jefferson, E McKinley, S Capstick, S Fletcher…",Understanding audiences: making public perceptions research matter to marine conservation,2015,https://www.sciencedirect.com/science/article/pii/S0964569115001672,NA
"R Roberts, P Johnson",Understanding the quality of data: a concept map for 'the thinking behind the doing'in scientific practice,2015,http://www.tandfonline.com/doi/abs/10.1080/09585176.2015.1044459,NA
"C Wilcox, G Heathcote, J Goldberg, R Gunn…","Understanding the sources and effects of abandoned, lost, and discarded fishing gear on marine turtles in northern Australia",2015,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12355/full,NA
"S Jochner, A Menzel","Urban phenological studies–past, present, future",2015,https://www.sciencedirect.com/science/article/pii/S0269749115000044,NA
"L Birkin, D Goulson",Using citizen science to monitor pollination services,2015,http://onlinelibrary.wiley.com/doi/10.1111/een.12227/full,NA
"J Biggs, N Ewald, A Valentini, C Gaboriaud…",Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus),2015,https://www.sciencedirect.com/science/article/pii/S0006320714004546,NA
"K Hupman, IN Visser, E Martinez…","Using platforms of opportunity to determine the occurrence and group characteristics of orca (Orcinus orca) in the Hauraki Gulf, New Zealand",2015,http://www.tandfonline.com/doi/abs/10.1080/00288330.2014.980278,NA
"MT Ballew, AM Omoto, PL Winter",Using Web 2.0 and social media technologies to foster proenvironmental action,2015,http://www.mdpi.com/2071-1050/7/8/10620htm,NA
"JR Bauer, K Rose",Variable grid method: An intuitive approach for simultaneously quantifying and visualizing spatial data and uncertainty,2015,http://onlinelibrary.wiley.com/doi/10.1111/tgis.12158/full,NA
"ER Moffett, MW Neale",Volunteer and professional macroinvertebrate monitoring provide concordant assessments of stream health,2015,http://www.tandfonline.com/doi/abs/10.1080/00288330.2015.1018913,NA
"A Fournier, AL Bond",Volunteer field technicians are bad for wildlife ecology,2015,http://onlinelibrary.wiley.com/doi/10.1002/wsb.603/full,NA
L Bartock,Walking the talk? Examining the practical application of models of science communication in long-term ecological research sites,2015,http://search.proquest.com/openview/e5fefecdbd578db98c686251f8a089ad/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"A Farnsworth, FA La Sorte, MJ Iliff",Warmer Summers and Drier Winters Correlate with More Winter Vagrant Purple Gallinules (Porphyrio martinicus) in the North Atlantic Region,2015,http://www.bioone.org/doi/abs/10.1676/14-086.1,NA
"C Cormick, O Nielssen, P Ashworth…",What do science communicators talk about when they talk about science communications? Engaging with the engagers,2015,http://journals.sagepub.com/doi/abs/10.1177/1075547014560829,NA
"M Luczak-Roesch, R Tinati, N Shadbolt",When resources collide: Towards a theory of coincidence in information spaces,2015,https://dl.acm.org/citation.cfm?id=2743973,NA
"N Levin, S Kark, D Crandall",Where have all the people gone? Enhancing global conservation using night lights and social media,2015,http://onlinelibrary.wiley.com/doi/10.1890/15-0113.1/full,NA
"KCR Baldock, MA Goddard, DM Hicks…",Where is the UK's pollinator biodiversity? The importance of urban areas for flower-visiting insects,2015,http://rspb.royalsocietypublishing.org/content/282/1803/20142849.abstract,NA
"M Strassburg, SM Crimmins, GM Linz…",Winter habitat associations of blackbirds and starlings wintering in the south-central United States,2015,http://search.proquest.com/openview/e3c150d95ecfaaa4dc73a3e41b674810/1?pq-origsite=gscholar&cbl=2032637,NA
GR Crane,Working with Text in a Digital Age,2015,https://hcommons.org/deposits/item/hc:12409/,NA
"DC Council, S House",www. erewash. gov. uk EREWASH,2015,http://www.erewash.gov.uk/media/files/Leisure%20and%20Culture/Parks/Straws_Bridge_Management_Plan_2014_2018_Final_05_01_17_Web_Version.pdf,NA
"林大利, 呂翊維, 洪貫捷, 何一先, 林昆海…",台灣新年數鳥嘉年華監測我國冬季鳥類相之首年成果,2015,https://tesri.tesri.gov.tw/files/tesri_protect/tesri_journal_20150511152216/17-2.pdf#page=3,NA
US LAWS,BIOLOGICAL OBJECTIVES AND THE,2014,https://books.google.com/books?hl=en&lr=&id=6KbTBwAAQBAJ&oi=fnd&pg=PA295&dq=%E2%80%9Cbiological+records%E2%80%9D+ireland+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=_rzwDJQmM3&sig=yQG0d9Kkfo7_Lno6jZwnjCwN4fI,NA
"AD Fox, MD Weegman, S Bearhop, GM Hilton…",Climate change and contrasting plasticity in timing of a two-step migration episode of an Arctic-nesting avian herbivore,2014,https://academic.oup.com/cz/article-abstract/60/2/233/1804187,NA
"MJ O'Callaghan, DS Finn, M Williams…",Development and Characterization of Seven Polymorphic Microsatellite Loci in Bembidion atrocaeruleum (Coleoptera: Carabidae),2014,https://academic.oup.com/jinsectscience/article-abstract/2381385,NA
L Blaser,Old Weather: Approaching Collections from a Different Angle,2014,https://books.google.com/books?hl=en&lr=&id=sPwGDAAAQBAJ&oi=fnd&pg=PA45&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=2aA8NsPCnc&sig=okPZtGUf4qMpt8Y_NcgUjpHU8uQ,NA
"DW Bradley, RG Clark, PO Dunn, AJ Laughlin…",Trans-Gulf of Mexico loop migration of tree swallows revealed by solar geolocation,2014,https://academic.oup.com/cz/article-abstract/60/5/653/1786995,NA
"S Charnley, JW Long, FK Lake",.6—Collaboration in National Forest Management,2014,https://www.nationalforests.org/assets/pdfs/LakeFrank-Handout-2.pdf,NA
"L Chan, E Gray",8 Centering the Knowledge Peripheries through Open Access: Implications for Future Research and Discourse on Knowledge for Development,2014,NA,NA
WF Mullen,Accuracy and Completeness as Measures of the Quality of Volunteered Point-Feature Geospatial Data and Evaluation of the Effect of Demographics on that Quality,2014,http://search.proquest.com/openview/247dcf2c1c69b6afc360ab984f7471eb/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"S Griffiths, P Sahlqvist, J Lyle, W Venables, K Pollack…",A coordinated national data collection for recreational fishing in Australia-final report,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.708.1226&rep=rep1&type=pdf,NA
"GMS Vianna, MG Meekan, TH Bornovski, JJ Meeuwig",Acoustic telemetry validates a citizen science approach for monitoring sharks on coral reefs,2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0095565,NA
"GM Sinatra, D Kienhues, BK Hofer","Addressing challenges to public understanding of science: Epistemic cognition, motivated reasoning, and conceptual change",2014,http://www.tandfonline.com/doi/abs/10.1080/00461520.2014.916216,NA
S Ellis,"A history of collaboration, a future in crowdsourcing: positive impacts of cooperation on British Librarianship",2014,https://www.degruyter.com/view/j/libr.2014.64.issue-1/libri-2014-0001/libri-2014-0001.xml,NA
LKD Collette,An ecological assessment of Russian olive in western Canada: Predicted distribution across its invaded range and insect associations in southern BC,2014,https://open.library.ubc.ca/collections/ubctheses/24/items/1.0167370,NA
"RK Broughton, SA Hinsley",A nestbox trial for British Marsh Tits Poecile palustris,2014,http://www.tandfonline.com/doi/abs/10.1080/03078698.2014.995414,NA
"OL Pescott, CD Preston, K Walker",A new long-term survey to measure the impacts of ash dieback on the flora of British woodlands,2014,http://www.brc.ac.uk/splash/sites/www.brc.ac.uk.splash/files/Ash%20Dieback_BSBINews.pdf,NA
"KM Miller, BR Mitchell",A new tool for power analysis of fixed plot data: using simulations and mixed effects models to evaluate forest metrics,2014,http://onlinelibrary.wiley.com/doi/10.1890/ES14-00113.1/full,NA
"JW Arntzen, JW Wilkinson, R Butôt…","A new vertebrate species native to the British Isles: Bufo spinosus Daudin, 1803 in Jersey",2014,http://www.ingentaconnect.com/contentone/bhs/thj/2014/00000024/00000004/art00002,NA
B Lucas,An investigation into the past and present ecological status of Lake Diefenbaker using paleolimnological and whole sediment toxicity techniques,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.917.9157&rep=rep1&type=pdf,NA
A Margaria,Anonymous Birth,2014,http://booksandjournals.brillonline.com/content/journals/10.1163/15718182-02203004,NA
"GD Powney, G Rapacciuolo, CD Preston…",A phylogenetically-informed trait-based analysis of range change in the vascular plant flora of Britain,2014,https://link.springer.com/article/10.1007/s10531-013-0590-5,NA
"L Rayner, DB Lindenmayer, JT Wood, P Gibbons…",Are protected areas maintaining bird diversity?,2014,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0587.2013.00388.x/full,NA
"SA Hinsley, MJO Pocock",Ash dieback: long-term monitoring of impacts on biodiversity,2014,http://jncc.defra.gov.uk/pdf/484_web.pdf,NA
"TA Miller, RP Brooks, M Lanzone…",Assessing risk to birds from industrial wind energy development via paired resource selection models,2014,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12227/full,NA
CE Carter,Assessing the interaction between landscape characteristics and biodiversity,2014,http://wrap.warwick.ac.uk/66477/1/WRAP_THESIS_Carter_2014.pdf,NA
"K Holmberg, TD Bowman, S Haustein, I Peters",Astrophysicists' conversational connections on Twitter,2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0106086,NA
"L Shamir, J Wallin",Automatic detection and quantitative assessment of peculiar galaxy pairs in Sloan Digital Sky Survey,2014,https://academic.oup.com/mnras/article-abstract/443/4/3528/1021461,NA
"AJ Laughlin, DR Sheldon, DW Winkler…",Behavioral drivers of communal roosting in a songbird: a combined theoretical and empirical approach,2014,https://academic.oup.com/beheco/article-abstract/25/4/734/2900517,NA
"R Bischof, H Ali, M Kabir, S Hameed…",Being the underdog: an elusive small carnivore uses space with prey and time without enemies,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/jzo.12100,NA
"H Jacquemyn, R Brys, MJ Hutchings",Biological flora of the British Isles: Epipactis palustris,2014,http://onlinelibrary.wiley.com/doi/10.1111/1365-2745.12287/full,NA
"DS Maranan, AD Librero","Biomodd: Exploring Relationships Between Biological, Electronic, And Social Systems Through New Media Art",2014,https://pearl.plymouth.ac.uk/handle/10026.1/5078,NA
"ML Carroll, WG Ambrose Jr, SK Ryan…",Bivalve growth rate and isotopic variability across the Barents Sea Polar Front,2014,https://www.sciencedirect.com/science/article/pii/S0924796313002121,NA
"M Swan, T Kido, M Ruckenstein","BRAINY–multi-modal brain training app for Google glass: cognitive enhancement, wearable computing, and the Internet-of-Things extend personal data …",2014,http://www.melanieswan.com/documents/VLDB.pdf,NA
KB Janda,Building communities and social potential: Between and beyond organizations and individuals in commercial properties,2014,https://www.sciencedirect.com/science/article/pii/S0301421513008628,NA
"RM Bateman, PJ Rudall","Bumblebee-mediated pollination of English populations of the Military Orchid (Orchis militaris): its possible relevance to functional morphology, life history and climate …",2014,http://www.tandfonline.com/doi/abs/10.1179/2042349714Y.0000000048,NA
"M Bonich, L Metcalf",Can organisations pave the way for sustainability in communities?,2014,https://www.pdcnet.org/iabsproc/content/iabsproc_2014_0025_0201_0212,NA
"GD Powney, CD Preston, A Purvis…",Can trait‐based analyses of changes in species distribution be transferred to new geographic areas?,2014,http://onlinelibrary.wiley.com/doi/10.1111/geb.12189/full,NA
"M Varet, F Burel, J Pétillon",Can urban consolidation limit local biodiversity erosion? Responses from carabid beetle and spider assemblages in Western France,2014,https://link.springer.com/article/10.1007/s11252-013-0307-2,NA
"K Sambrook, RHF Holt, R Sharp, K Griffith, RC Roche…","Capacity, capability and cross-border challenges associated with marine eradication programmes in Europe: The attempted eradication of an invasive non …",2014,https://www.sciencedirect.com/science/article/pii/S0308597X14000906,NA
"T Castellani, D D'Orazio, A Valente",Case studies of on-line participatory platforms,2014,http://www.academia.edu/download/36756321/Case_Studies_of_On.line_Participatory_Platforms.pdf,NA
"T Castellani, D D'Orazio, A Valente",Casi di studio di piattaforme partecipative on-line,2014,http://eprints.bice.rm.cnr.it/11882/,NA
"A Horowitz, J Hecht",Categories and consequences of dog-human play: A citizen science approach,2014,http://www.journalvetbehavior.com/article/S1558-7878(14)00178-6/abstract,NA
"JG Hodgson, J Tallowin, RLH Dennis…",Changing leaf nitrogen and canopy height quantify processes leading to plant and butterfly diversity loss in agricultural landscapes,2014,http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12253/full,NA
"H Vins, A Wutich, A Brewis, M Beresford…",Children's perceived water futures in the United States southwest,2014,http://www.sfaajournals.net/doi/abs/10.17730/humo.73.3.68101441563654w7,NA
"AH Bevan, D Pett, C Bonacchi, A Keinan…",Citizen archaeologists. Online collaborative research about the human past,2014,http://discovery.ucl.ac.uk/1430596/1/Bevanetal14.pdf,NA
"U Wehn, J Evers",Citizen observatories of water: Social innovation via eParticipation.,2014,https://pdfs.semanticscholar.org/f338/f18c017a251a15432c891ef302e298a8df3c.pdf,NA
"J Hecht, ES Rice",Citizen science in canine science,2014,http://www.journalvetbehavior.com/article/S1558-7878(14)00177-4/abstract,NA
A McGowan,'Citizen science'recording of fossils by adapting existing computer-based biodiversity recording tools,2014,http://adsabs.harvard.edu/abs/2014EGUGA..1613354M,NA
"L O'Brien, B Ambrose-Oji, J Morris…",Civil society and flood resilience: Characterising flood risk volunteers and understanding motivations and benefits,2014,https://www.researchgate.net/profile/Bianca_Ambrose-Oji/publication/265591668_Civil_society_and_flood_resilience_Characterising_flood_risk_volunteers_and_understanding_motivations_and_benefits/links/5412e1c80cf2fa878ad3c7f5.pdf,NA
"L Shamir, C Yerby, R Simpson…",Classification of large acoustic datasets using machine learning and crowdsourcing: Application to whale calls,2014,http://asa.scitation.org/doi/abs/10.1121/1.4861348,NA
"AJ Suggitt, RJ Wilson, TA August, CM Beale, JJ Bennie…",Climate change refugia for the flora and fauna of England,2014,http://nora.nerc.ac.uk/id/eprint/509452/,NA
"SA Taylor, TA White, WM Hochachka, V Ferretti…",Climate-mediated movement of an avian hybrid zone,2014,https://www.sciencedirect.com/science/article/pii/S0960982214001341,NA
"V Matzek, J Covino, JL Funk…",Closing the knowing–doing gap in invasive plant management: accessibility and interdisciplinarity of scientific research,2014,http://onlinelibrary.wiley.com/doi/10.1111/conl.12042/full,NA
"SK Pikesley, BJ Godley, S Ranger…",Cnidaria in UK coastal waters: description of spatio-temporal patterns and inter-annual variability,2014,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/cnidaria-in-uk-coastal-waters-description-of-spatiotemporal-patterns-and-interannual-variability/0EC49182BD26A122C940CC97419FB093,NA
"S Corrall, S Pinfield","Coherence of"" open"" initiatives in higher education and research: Framing a policy agenda",2014,https://www.ideals.illinois.edu/handle/2142/47316,NA
"R NAVAS, D LOMBRAÑA",Collaborative georreference of ISS night images for light pollution and energy consumption studies,2014,http://www.academia.edu/download/41235374/Collaborative_georreference_of_ISS_night20160114-7158-caam5i.pdf20160115-19908-1oa961s.pdf,NA
"LM Arenas, J Troscianko, M Stevens",Color contrast and stability as key elements for effective warning signals,2014,https://www.frontiersin.org/articles/10.3389/fevo.2014.00025,NA
RC Medland,Connecting people to their resource consumption through real-time data visualisations,2014,http://eprints.qut.edu.au/72791,NA
"C Saitis, A Hankinson, I Fujinaga",Correcting Large-Scale OMR Data with Crowdsourcing,2014,https://dl.acm.org/citation.cfm?id=2660186,NA
"MR Peck, ST Maddock, JN Morales…",Cost‐Effectiveness of Using Small Vertebrates as Indicators of Disturbance,2014,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12373/full,NA
"P Ashworth, J La Salle, C Saab","Craig Cormick1, Oona Nielssen2",2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.999.8059&rep=rep1&type=pdf,NA
G Asmolov,Crowdsourcing as an activity system: Online platforms as mediating artifacts,2014,https://www.researchgate.net/profile/Pablo_Noriega/publication/292145503_Crowd_Intelligence_Foundations_Methods_and_Practices_CROWD_2014/links/56aa557d08aeaeb4cefafda5/Crowd-Intelligence-Foundations-Methods-and-Practices-CROWD-2014.pdf#page=28,NA
"A Tripathi, N Tahmasbi, D Khazanchi…",Crowdsourcing typology: a review of is research and organizations,2014,http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1018&context=mwais2014,NA
"C Hooper, N Hedge, D Hutchison",D2. 3: Whitepaper on recommendations for funding agencies,2014,NA,NA
"AK Veiga, EA Cartolano…",Data quality control in biodiversity informatics: the case of species occurrence data,2014,http://ieeexplore.ieee.org/abstract/document/6868870/,NA
"AE Bates, GT Pecl, S Frusher, AJ Hobday…",Defining and observing stages of climate-mediated range shifts in marine systems,2014,https://www.sciencedirect.com/science/article/pii/S0959378014000570,NA
"JM Jeschke, S Bacher, TM Blackburn…",Defining the impact of non‐native species,2014,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12299/full,NA
"F Amorim, SB Carvalho, J Honrado, H Rebelo",Designing optimized multi-species monitoring networks to detect range shifts driven by climate change: a case study with bats in the North of Portugal,2014,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0087291,NA
"L De Marchi, M Nannini, G Cerrati, A Bordone…",Determinazione del tasso di crescita dell'alga corallina elongata (Rhodophyta) in ambiente controllato e in ambiente naturale tramite utilizzo dei marcatori alizarin (red …,2014,http://openarchive.enea.it/handle/10840/4926,NA
"PH Everill, RB Primack, ER Ellwood…",Determining past leaf‐out times of New England's deciduous forests from herbarium specimens,2014,http://onlinelibrary.wiley.com/doi/10.3732/ajb.1400045/full,NA
"JF Tweddle, L Gray, C Kelly, R Shucksmith",Developing regional locational guidance for wave and tidal energy in the Shetland Islands,2014,https://www.sciencedirect.com/science/article/pii/S0308597X14001419,NA
"P Dolejš, J Buchar, L Kubcová, J Smrž",Developmental changes in the spinning apparatus over the life cycle of wolf spiders (Araneae: Lycosidae),2014,http://onlinelibrary.wiley.com/doi/10.1111/ivb.12055/full,NA
"G Campbell, M Russell",Direct evidence for bottom-fishing in archaeological whelks (Buccinum undatum),2014,https://www.researchgate.net/profile/Greg_Campbell10/publication/275381846_Direct_Evidence_for_Bottom-fishing_in_Archaeological_Whelks_Buccinum_undatum/links/5728bee508aef5d48d2c8626/Direct-Evidence-for-Bottom-fishing-in-Archaeological-Whelks-Buccinum-undatum.pdf,NA
"JW Higdon, KH Westdal, SH Ferguson","Distribution and abundance of killer whales (Orcinus orca) in Nunavut, Canada—an Inuit knowledge survey",2014,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/distribution-and-abundance-of-killer-whales-orcinus-orca-in-nunavut-canadaan-inuit-knowledge-survey/0E1EB50BC6E40CAA94885D64E2EBE5D7,NA
"GS Oxford, CD Smith","Distributions of Species in the Tegenaria atrica Group (Araneae: Agelenidae) in North-East England: Chance, Contingency and Priority",2014,http://www.bioone.org/doi/abs/10.13156/arac.2012.16.5.145,NA
"TR Kjeldsen, N Macdonald, M Lang, L Mediero…",Documentary evidence of past floods in Europe and their utility in flood frequency estimation,2014,https://www.sciencedirect.com/science/article/pii/S0022169414004983,NA
"P Greenwood, NJ Kuhn","Does the invasive plant, Impatiens glandulifera, promote soil erosion along the riparian zone? An investigation on a small watercourse in northwest …",2014,https://link.springer.com/article/10.1007/s11368-013-0825-9,NA
"RJ Pakeman, JA Stockan","Drivers of carabid functional diversity: abiotic environment, plant functional traits, or plant functional diversity?",2014,http://onlinelibrary.wiley.com/doi/10.1890/13-1059.1/full,NA
"CW Phang, A Kankanhalli, L Huang",Drivers of quantity and quality of participation in online policy deliberation forums,2014,http://www.tandfonline.com/doi/abs/10.1080/07421222.2014.995549,NA
"SS Roley, JR Griffiths, PS Levi, CJ Patrick, S Sadro…",Eco-DAS X Symposium Proceedings,2014,http://loesje.m.aslo.net/books/ecodas10/ecodas10_088.pdf,NA
"RF Comont, HE Roy, R Harrington, CR Shortall…",Ecological correlates of local extinction and colonisation in the British ladybird beetles (Coleoptera: Coccinellidae),2014,https://link.springer.com/article/10.1007/s10530-013-0628-3,NA
