link,inclusion_order,title,qualifies,authors,publication,doi,year,reason for disqualification
https://curve.carleton.ca/system/files/etd/3d4c797f-c467-4bbc-bdcd-29c8a258b20a/etd_pdf/7fa70d7f467280c16f4f1dd22631d5c2/george-volunteeredgeographicinformationareviewof.pdf,778,Volunteered Geographic Information: A Review of the OpenStreetMap. org Project and Factors Relating to its Reliability,FALSE,NA,NA,NA,2017,not bio recs data
https://search.proquest.com/docview/1873722040?accountid=14507,779,Phylogeography of human Y-chromosome haplogroup Q3-L275 from an academic/citizen science collaboration.,FALSE,"Balanovsky, O; Gurianov, V; Zaporozhchenko, V; Balaganskaya, O; Urasin, V; Zhabagin, M; Grugni, V; Canada, R; Al-Zahery, N; Raveane, A; Wen, Shao-Qing; Yan, S; Wang, X; Zalloua, P; Marafi, A; Koshel, S; Semino, O; Tyler-Smith, C; Balanovska, E",NA,NA,2017,not bio recs data
http://www.tandfonline.com/doi/abs/10.1080/19427867.2017.1401198,780,Validating crowdsourced bicycling mobility data for supporting city planning,FALSE,NA,NA,NA,2017,not bio recs data
NA,781,Development of food photographs for use with children aged 18 months to 16 years: Comparison against weighed food diaries - The Young Person's Food Atlas (UK),FALSE,"Foster, E; Hawkins, A; Barton, KL; Stamp, E; Matthews, JNS; Adamson, AJ",PLOS ONE,10.1371/journal.pone.0169084,2017,NA
https://vtechworks.lib.vt.edu/handle/10919/78466,782,Library Support for Text and Data Mining: A Report for the University Libraries at Virginia Tech,FALSE,NA,NA,NA,2017,not biology
https://search.proquest.com/docview/1973446189?accountid=14507,783,Getting the full picture: Assessing the complementarity of citizen science and agency monitoring data,FALSE,"Hadj-Hammou, J; Loiselle, S; Ophof, D; Thornhill, I",NA,NA,2017,not bio recs data
http://drops.dagstuhl.de/opus/volltexte/2017/7752/,784,Using Flickr for characterizing the environment: an exploratory analysis,TRUE,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1864349017?accountid=14507,785,Annual bird count on farmland all over Sussex,FALSE,NA,NA,NA,2017,news
https://pdfs.semanticscholar.org/9a59/abd258bb9d2f73a61477f3f795142bed7354.pdf,786,"Benedikt R. Schmidt, Anita Meier 3",FALSE,NA,NA,NA,2017,duplicate already disqualified
https://www.sciencedirect.com/science/article/pii/S095741741730444X,787,Smart health: Big data enabled health paradigm within smart cities,FALSE,NA,NA,NA,2017,review
https://www.sciencedirect.com/science/article/pii/S1754504816301076,788,Ellenberg indicator values for macromycetes–A methodological approach and first applications,FALSE,NA,NA,NA,2017,not bio recs data
http://etheses.whiterose.ac.uk/id/eprint/18904,789,Using citizen science data to reveal the role of ecological processes in range changes of grasshoppers and crickets in Britain,TRUE (but there is also an article from this),NA,NA,NA,2017,NA
https://library.wur.nl/WebQuery/wurpubs/533963,790,HappyHier: hoe gelukkig is men waar?,FALSE,NA,NA,NA,2017,not bio recs data
https://search.proquest.com/docview/1870775002?accountid=14507,791,"Citizens, ask not what science can do for you",FALSE,Aoibhinn Ni Shuilleabhain,NA,NA,2017,news
NA,792,"Mineralogy and ore fluid chemistry of the Roc Blanc Ag deposit, Jebilet Hercynian massif, Morocco",FALSE,"Essarraj, S; Boiron, Marie-C; Cathelineau, M; Tarantola, A; Leisen, M; Hibti, M",JOURNAL OF AFRICAN EARTH SCIENCES,10.1016/j.jafrearsci.2016.07.020,2017,NA
https://www.researchgate.net/profile/Lee_Knight/publication/316648200_The_invertebrate_community_of_the_Pen_Park_Hole_SSSI_Bristol_UK_Lee_R_F_D_KNIGHT/links/5909c5df0f7e9b1d08188220/The-invertebrate-community-of-the-Pen-Park-Hole-SSSI-Bristol-UK-Lee-R-F-D-KNIGHT.pdf,793,"The invertebrate community of the Pen Park Hole SSSI, Bristol, UK",TRUE,NA,NA,NA,2017,NA
http://www.tandfonline.com/doi/abs/10.1080/00063657.2017.1359233,794,Environmental correlates of breeding abundance and population change of Eurasian Curlew Numenius arquata in Britain,TRUE,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/jav.01476/full,795,"A temporally explicit species distribution model for a long distance avian migrant, the common cuckoo",TRUE,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1909447432?accountid=14507,796,"Multi-state, multi-stage modeling of nest-success suggests interaction between weather and land-use",TRUE,"Miller, MW; Leech, DI; Pearce-Higgins, JW; Robinson, RA",NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S0272771417309216,797,Umbrellas can work under water: Using threatened species as indicator and management surrogates can improve coastal conservation,FALSE,NA,NA,NA,2017,wrong geographic area
https://search.proquest.com/docview/1914573129?accountid=14507,798,Topping up the trust fund: restoring public confidence in science,FALSE,NA,NA,NA,2017,news
https://search.proquest.com/docview/2020892914?accountid=14507,799,Formalized classification of European fen vegetation at the alliance level,FALSE,"Peterka, T; Hájek, M; Jiroušek, M; Jiménez-Alfaro, B; Aunina, L; Bergamini, A; Daniel DítÄ; Felbaba-Klushyna, L; Graf, U; Hájková, P; Hettenbergerová, E; Ivchenko, TG; Jansen, F; Koroleva, NE; Lapshina, ED; Predrag M. LazareviÄ; Moen, A; Napreenko, MG; Pawlikowski, P; Plesková, Z; Sekulová, L; Smagin, VA; Tahvanainen, T; Thiele, A; Claudia BiÅ£Ç-Nicolae; Biurrun, I; Brisse, H; Renata Äušterevska; De Bie, E; JÃ¶rg Ewald; Ãna FitzPatrick; Font, X; Jandt, U; cki, ZKÄ; Kuzemko, A; Landucci, F; Moeslund, JE; Pérez-Haase, A; Rašomavičius, V; Rodwell, JS; Joop H.J. Schaminée; ilc, UÅ; Zvjezdana StančiÄ; Chytrý, M",NA,NA,2017,not bio recs data
http://www.tandfonline.com/doi/abs/10.1080/00063657.2017.1358251,800,Future breeding and foraging sites of a southern edge population of the locally endangered Black Guillemot Cepphus grylle,NA,NA,NA,NA,2017,NA
https://www.researchgate.net/profile/Dennis_Hanselmann2/publication/315544440_Aliens_and_Citizens_in_Germany_Halyomorpha_halys_Stal_1855_and_Nezara_viridula_Linnaeus_1758_new_to_Rhineland-Palatinate_Oxycarenus_lavaterae_Fabricius_1787_new_to_Saxony_Arocatus_longiceps_Stal_1872_/links/59bbfb1f0f7e9b48a28e1c36/Aliens-and-Citizens-in-Germany-Halyomorpha-halys-Stal-1855-and-Nezara-viridula-Linnaeus-1758-new-to-Rhineland-Palatinate-Oxycarenus-lavaterae-Fabricius-1787-new-to-Saxony-Arocatus-longiceps-Stal.pdf,801,"Arocatus longiceps STÅL, 1872 lcu rm Fcqqc",NA,NA,NA,NA,2017,NA
https://www.taylorfrancis.com/books/e/9781498774529/chapters/10.1201%2F9781315154640-17,802,In situ Data,NA,NA,NA,NA,2017,NA
https://www.researchgate.net/profile/John_Hume/publication/321388082_A_review_of_the_geographic_distribution_status_and_conservation_of_Scotland%27s_lampreys/links/5a20317c458515341c851f13/A-review-of-the-geographic-distribution-status-and-conservation-of-Scotlands-lampreys.pdf,803,"A review of the geographic distribution, status and conservation of Scotland's lampreys",NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/2000551211?accountid=14507,804,Monitoring the biodiversity of regions: Key principles and possible pitfalls,NA,"Buckland, ST; Johnston, A",NA,NA,2017,NA
http://journals.sagepub.com/doi/abs/10.1177/0959683617735580,805,"Mid-Holocene palaeolimnological record of a Southern Hemisphere subtropical lake spanning the last~ 6000 years: Lake Jennings, Fraser Island, Australia",NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12746/full,806,"Expert, Crowd, Students or Algorithm: who holds the key to deep‐sea imagery 'big data'processing?",NA,NA,NA,NA,2017,NA
https://link.springer.com/article/10.1007/s10980-017-0504-0,807,Metapopulation modelling of long-term urban habitat-loss scenarios,NA,NA,NA,NA,2017,NA
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045511258&doi=10.12688%2fwellcomeopenres.12841.1&partnerID=40&md5=c5f73b83693a57b468eb9a73d4dd6936,808,EnLightenment: High resolution smartphone microscopy as an educational and public engagement platform [version 1; referees: 2 approved],NA,"Wicks, LC; Cairns, GS; Melnyk, J; Bryce, S; Duncan, RR; Dalgarno, PA",Wellcome Open Research,10.12688/wellcomeopenres.12841.1,2017,NA
https://helda.helsinki.fi/bitstream/handle/10138/211421/MS22_BCD_Vierikko_et_al.pdf?sequence=1,809,Green surge,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1970758330?accountid=14507,810,"Making Cultures: Politics of Inclusion, Accessibility, and Empowerment at the Margins of the Maker Movement",NA,"Foster, Ellen Kathleen",NA,NA,2017,NA
NA,811,Portraits of participation: Exploring the relationship between social motivators and facets of participation in a Twitter-based community,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/2001151833?accountid=14507,812,"Linking speciation and the niche: taxonomy, phylogeny and niche evolution in neotropical begonia",NA,"Moonlight, Peter Watson",NA,NA,2017,NA
https://search.proquest.com/docview/1886865459?accountid=14507,813,Is telemetry leading species into danger?,NA,"Lewis, A",NA,NA,2017,NA
http://journals.sagepub.com/doi/abs/10.1177/0961000615616450,814,Data literacy for researchers and data librarians,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/2000280965?accountid=14507,815,An evaluation tool kit of air quality micro-sensing units,NA,"Fishbain, B; Lerner, U; Castell, N; Cole-Hunter, T; Popoola, O; Broday, DM; Tania Martinez Iñiguez; Nieuwenhuijsen, M; Jovasevic-Stojanovic, M; Topalovic, D; Jones, RL; Galea, KS; Etzion, Y; Kizel, F; Golumbic, YN; Baram-Tsabari, A; Yacobi, T; Drahler, D; Robinson, JA; Kocman, D; Horvat, M; Svecova, V; Arpaci, A; Bartonova, A",NA,NA,2017,NA
http://ttfnc.org/livingworld/index.php/lwj/article/view/587,816,"Citizen-based Observations on Shark and Mobulid Species in Tobago, West Indies",NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1002/9781118786352.wbieg1089/full,817,Environmental Assessment Techniques,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1979823366?accountid=14507,818,Keeping a count of grey partridges in 2018,NA,NA,NA,NA,2017,NA
http://search.proquest.com/openview/bdd58407d88cc73f407975fe9f70946e/1?pq-origsite=gscholar&cbl=18750&diss=y,819,Comparison of Land Use and Land Cover in Public Lands of the Northwestern Great Plains and High Plains Ecoregions and the Implications for Grassland …,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S000632071730174X,820,Successful restoration of moth abundance and species-richness in grassland created under agri-environment schemes,NA,NA,NA,NA,2017,NA
https://books.google.com/books?hl=en&lr=&id=F9UlDwAAQBAJ&oi=fnd&pg=PA97&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=tD1KfRuwwN&sig=MnjjEYdVO5-84HJ8xFzQlydCtno,821,"Understanding Human Well-being for Conservation: A Locally Driven, Mixed Methods Approach",NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1912309098?accountid=14507,822,Working relationally in and across practices: A cultural-historical approach to collaboration,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1861260494?accountid=14507,823,Invasive aliens can pose a risk to our biodiversity,NA,J I M H U R L E Y 'S,NA,NA,2017,NA
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034660681&partnerID=40&md5=941f325d2d082ff8fc07133337f901d1,824,"Butterflies (Papilionoidea) on the Isle of Man: Losses, gains and predictions",NA,"Hardy, PB; Jeffcoate, GE; Dennis, RLH",Entomologist's Gazette,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1618866716302680,825,Data quality in citizen science urban tree inventories,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/gcb.13390/full,826,Amphibian breeding phenology trends under climate change: Predicting the past to forecast the future,NA,NA,NA,NA,2017,NA
https://academic.oup.com/ee/article-abstract/46/6/1212/4561662,827,Climate Change Impacts on the Potential Distribution and Abundance of the Brown Marmorated Stink Bug (Hemiptera: Pentatomidae) With Special Reference to North …,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1895288031?accountid=14507,828,"Estatus y distribución en el Perú del Tucán Andino de Pico Negro Andigena nigrirostris (Waterhouse, 1839)/Status and distribution in Peru of the Black-Billed Mountain-Toucan Andigena nigrirostris (Waterhouse, 1839)",NA,"Salazar, S; Mena, José Luis; Lane, DF; Witt, CC",NA,NA,2017,NA
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021424047&doi=10.1128%2fAEM.00162-17&partnerID=40&md5=9f20abedbf8bc2e4a596618aee9d80f7,829,"Novel sampling method for assessing human-pathogen interactions in the natural environment using boot socks and citizen scientists, with application to Campylobacter seasonality",FALSE (duplicate),"Jones, NR; Millman, C; van der Es, M; Hukelova, M; Forbes, KJ; Glover, C; Haldenby, S; Hunter, PR; Jackson, K; O'Brien, SJ; Rigby, D; Strachan, NJC; Williams, N; Lake, IR; O'Brien, S; Christley, R; Hertz-Fowler, C; Wigley, P; Winstanley, C; Diggle, P; Lake, I; Hiscock, K; Hunter, P; Forbes, K; Strachan, N; Griffith, R; Cross, P; Rushton, S; Humphrey, T; Bennett, M; Howard, D; Wren, B",Applied and Environmental Microbiology,10.1128/AEM.00162-17,2017,NA
https://journals.openedition.org/netcom/2647,830,Collaboratively mapping alternative economies. Co-producing transformative knowledge,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/2022980907?accountid=14507,831,EnLightenment: High resolution smartphone microscopy as an educational and public engagement platform.,NA,"Wicks, LC; Cairns, GS; Melnyk, J; Bryce, S; Duncan, RR; Dalgarno, PA",NA,NA,2017,NA
https://link.springer.com/article/10.1007/s10980-017-0524-9,832,"Priority questions for the science, policy and practice of cultural landscapes in Europe",NA,NA,NA,NA,2017,NA
https://books.google.com/books?hl=en&lr=&id=Y4U0DwAAQBAJ&oi=fnd&pg=PT235&dq=%E2%80%9Cbiological+records%E2%80%9D+%E2%80%9Cunited+kingdom%E2%80%9D+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=BT2c3zhu9B&sig=5ORHOe1yeMEgaAiTzKt4IcPUVLo,833,Museum taxidermy rediscovered,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1903363866?accountid=14507,834,Citizen science shows systematic changes in the temperature difference between air and inland waters with global warming,NA,"Weyhenmeyer, GA; Mackay, M; Stockwell, JD; Thiery, W; Grossart, Hans-peter; Augusto-silva, PB; Baulch, HM; De Eyto, E; Hejzlar, J; Kangur, K; Kirillin, G; Pierson, DC; Rusak, JA; Sadro, S; Woolway, R Iestyn",NA,NA,2017,NA
https://search.proquest.com/docview/1891335386?accountid=14507,835,"Traditional Sustainable Harvesting Knowledge and Distribution of a Vulnerable Wild Medicinal Root (A. pyrethrum var. pyrethrum) in Ait M'hamed Valley, Morocco",NA,"Ouarghidi, A; Powell, B; Martin, GJ; Abbad, A",NA,NA,2017,NA
http://rstb.royalsocietypublishing.org/content/372/1723/20160135.abstract,836,Extreme weather and climate events with ecological relevance: a review,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/ibi.12433/full,837,Habitat selection by breeding Whinchats Saxicola rubetra at territory and landscape scales,NA,NA,NA,NA,2017,NA
https://link.springer.com/article/10.1007/s11356-017-9910-8,838,"Microplastic pollution, a threat to marine ecosystem and human health: a short review",NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S0031018216306381,839,Effects of sample pretreatment and external contamination on bivalve shell and Carrara marble δ18O and δ13C signatures,NA,NA,NA,NA,2017,NA
NA,840,Analysis of alcohol use disorders from the Nathan Kline Institute-Rockland Sample: Correlation of brain cortical thickness with neuroticism,FALSE,"Zhao, Y; Zheng, Zhi-L; Castellanos, FX",DRUG AND ALCOHOL DEPENDENCE,10.1016/j.drugalcdep.2016.10.040,2017,NA
https://search.proquest.com/docview/1886915724?accountid=14507,841,BIRD NOTES With Julian Hughes [Northeast Region],NA,NA,NA,NA,2017,NA
https://link.springer.com/article/10.1007/s10498-017-9319-5,842,A Preliminary Assessment of Fossil Fuel and Terrigenous Influences to Rainwater Organic Matter in Summertime in the Northern Gulf of Mexico,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1939935164?accountid=14507,843,eButterfly: Leveraging Massive Online Citizen Science for Butterfly Conservation,NA,"Prudic, KL; McFarland, KP; Oliver, JC; Hutchinson, RA; Long, EC; Kerr, JT; Larrivee, M",NA,NA,2017,NA
https://search.proquest.com/docview/1953667938?accountid=14507,844,Marine turtles are not fussy nesters: a novel test of small-scale nest site selection using structure from motion beach terrain information,NA,"Kelly, I; Leon, JX; Gilby, BL; Olds, AD; Schlacher, TA",NA,NA,2017,NA
https://atrium.lib.uoguelph.ca:8443/xmlui/handle/10214/11600,845,Landscape effects on turtle road trauma,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.3732/apps.1700012/full,846,Studying plant–pollinator interactions in a changing climate: A review of approaches,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1894830069?accountid=14507,847,Trust to honour the life of crucial conservationist,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1954088668?accountid=14507,848,Evaluating Relevance and Reliability of Twitter Data for Risk Communication,NA,"Liu, X",NA,NA,2017,NA
https://books.google.com/books?hl=en&lr=&id=MGNQDwAAQBAJ&oi=fnd&pg=PA236&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=3OJA_rBJhs&sig=iZnbdKvcrfOU8daBYsNY39zxgC8,849,11 Acid rain and critical,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S0143622817300929,850,Geographic age and gender representation in volunteered cycling safety data: a case study of BikeMaps. org,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1856110288?accountid=14507,851,Butterfly champion,NA,NA,NA,NA,2017,NA
https://academic.oup.com/icesjms/article-abstract/75/3/1054/4633711,852,Influence of decreased biomass on the ogive of sex change of northern shrimp (Pandalus borealis),NA,NA,NA,NA,2017,NA
http://www.tandfonline.com/doi/abs/10.1080/00028487.2017.1360391,853,No Evidence of Site Fidelity in Atlantic Croakers or Spot in the Shore Zone of Lower Delaware Bay,NA,NA,NA,NA,2017,NA
https://natureconservation.pensoft.net/article_preview.php?id=12704,854,Analyses of occurrence data of protected insect species collected by citizens in Italy,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/ibi.12437/full,855,Diet flexibility in a declining long‐distance migrant may allow it to escape the consequences of phenological mismatch with its caterpillar food supply,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1936478249?accountid=14507,856,Genetic isolation in an endemic African habitat specialist,NA,"Remedios, N; Kupper, C; Szekely, T; Baker, N; Versfeld, W; Lee, Patricia L M",NA,NA,2017,NA
https://search.proquest.com/docview/1856200783?accountid=14507,857,Playground lookouts for endangered birds,NA,"Harrison, J",NA,NA,2017,NA
https://search.proquest.com/docview/1978230783?accountid=14507,858,Protecting orangutans - 'every click counts' in citizen science survey,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1877343517301665,859,Monitoring biodiversity change through effective global coordination,NA,NA,NA,NA,2017,NA
NA,860,"Provision of information – for screening for appropriate assessment – proposed recreational project in Mount Carmel Park, Firhouse Road, Dublin 24",NA,"Cawley, S",NA,NA,2017,NA
https://search.proquest.com/docview/1992269751?accountid=14507,861,Genomic barcoding of plants: African trade in Anacyclus (Asteraceae),NA,"Manzanilla, V; Kool, A; Martin, G; de Boer, H",NA,NA,2017,NA
https://search.proquest.com/docview/2020876774?accountid=14507,862,"Quantifying full phenological event distributions reveals simultaneous advances, temporal stability and delays in spring and autumn migration timing in long-distance migratory birds",NA,"Miles, Will T S; Bolton, M; Davis, P; Roy, D; Broad, R; Robertson, I; Riddiford, NJ; Harvey, PV; Riddington, R; Shaw, DN; Parnaby, D; Reid, JM",NA,NA,2017,NA
https://search.proquest.com/docview/1967727694?accountid=14507,863,Involving lay People in Research and Professional Development Through Gaming: A Systematic Mapping Review,NA,"Magnussen, R",NA,NA,2017,NA
https://search.proquest.com/docview/1868472192?accountid=14507,864,Airline to offer free in-flight Netflix and Spotify,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/1365-2745.12824/full,865,Biological Flora of the British Isles: Serratula tinctoria,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/ecog.02658/full,866,The influence of life history traits on the phenological response of British butterflies to climate variability since the late‐19th century,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1433831916301482,867,Linking functional traits and species preferences to species' abundance and occupancy trends through time to identify habitat changes in coastal ecosystems,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1933861065?accountid=14507,868,MoRPh: a citizen science tool for monitoring and appraising physical habitat changes in rivers,NA,"Shuker, LJ; Gurnell, AM; Wharton, G; Gurnell, DJ; England, J; Finn Leeming, BF; Beach, E",NA,NA,2017,NA
http://www.tandfonline.com/doi/abs/10.1080/20426445.2017.1338548,869,The decline of the house longhorn beetle (Hylotrupes bajulus) in Europe and its possible causes,NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1893086450?accountid=14507,870,Feeling under the weather?,NA,"Pietras, E",NA,NA,2017,NA
https://link.springer.com/article/10.1007/s10531-017-1399-4,871,Detecting long-term occupancy changes in Californian odonates from natural history and citizen science records,NA,NA,NA,NA,2017,NA
http://search.proquest.com/openview/7ec8a6151e7b30e981fccae89df1723c/1?pq-origsite=gscholar&cbl=105724,872,Trends in atmospheric evaporative demand in Great Britain using high-resolution meteorological data,NA,NA,NA,NA,2017,NA
NA,873,Recognition of children on age-different images: Facial morphology and age-stable features,FALSE,"Caplova, Z; Compassi, V; Giancola, S; Gibelli, DM; Obertova, Z; Poppa, P; Sala, R; Sforza, C; Cattaneo, C",SCIENCE & JUSTICE,10.1016/j.scijus.2017.03.005,2017,NA
https://search.proquest.com/docview/1877046539?accountid=14507,874,Observed and dark diversity of alien plant species in Europe: estimating future invasion risk,NA,"Ronk, A; Szava-kovats, R; Zobel, M; Pärtel, M",NA,NA,2017,NA
https://ora.ox.ac.uk/objects/uuid:00c306b4-f7c4-4f11-8749-1e3ae118746b,875,Variation in the phenology of Pygoscelis penguins,NA,NA,NA,NA,2017,NA
https://riojournal.com/article_preview.php?id=20369,876,The use of biodiversity data in rural development programming,NA,NA,NA,NA,2017,NA
https://books.google.com/books?hl=en&lr=&id=LkUlDwAAQBAJ&oi=fnd&pg=PA43&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=T8aSQSyJmW&sig=Y_JhPwsGFcynIkF1sPwi5YnQGVs,877,"EmErgEncE of community SciEncE aS a tranSformativE ProcESS in Port mouton Bay, canada",NA,NA,NA,NA,2017,NA
http://eprints.whiterose.ac.uk/122850/1/ch03_s02_subch0305.pdf,878,Hydrological risk: landslides,NA,NA,NA,NA,2017,NA
https://ora.ox.ac.uk/objects/uuid:82274fe1-aa18-4865-b88f-537700fe1d38,879,Life in the Zooniverse: Working with Citizen Science,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1618866716304113,880,Show me your garden and I will tell you how sustainable you are: Dutch citizens' perspectives on conserving biodiversity and promoting a sustainable urban …,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1470160X17304430,881,"Indicators of Diptera diversity in wet grassland habitats are influenced by environmental variability, scale of observation, and habitat type",NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1979342783?accountid=14507,882,Evaluating the Role of Protected Areas in Mitigating Avian Responses to Climate and Land Use Change,NA,"Peach, M",NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S0269749117303123,883,Through the sands of time: Beach litter trends from nine cleaned north cornish beaches,NA,NA,NA,NA,2017,NA
https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.12797,884,Biological Flora of the British Isles: Phragmites australis,NA,NA,NA,NA,2017,NA
https://ir.canterbury.ac.nz/handle/10092/14298,885,A Roadmap for Antarctic Science: Assessing the Effectiveness of the Antarctic Roadmap Challenges,NA,NA,NA,NA,2017,NA
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018302018&doi=10.1007%2fs10661-017-5946-y&partnerID=40&md5=de615d7c7f6664c297303586f590689a,886,Using public participation to sample trace metals in lake surface sediments: the OPAL Metals Survey,NA,"Turner, SD; Rose, NL; Goldsmith, B; Bearcock, JM; Scheib, C; Yang, H",Environmental Monitoring and Assessment,10.1007/s10661-017-5946-y,2017,NA
https://search.proquest.com/docview/1936132054?accountid=14507,887,"Crowd-Sourced Science: Societal Engagement, Scientific Authority and Ethical Practice",NA,"Johnston, SF; Franks, B; Whitelaw, S",NA,NA,2017,NA
http://www.bioone.org/doi/abs/10.1017/pab.2017.5,888,High-latitude settings promote extreme longevity in fossil marine bivalves,NA,NA,NA,NA,2017,NA
http://www.bioone.org/doi/abs/10.1017/inp.2017.38,889,Constructing Standard Invasion Curves from Herbarium Data—Toward Increased Predictability of Plant Invasions,NA,NA,NA,NA,2017,NA
https://www.sciencedirect.com/science/article/pii/S1470160X17300092,890,Urban indicators for UK butterflies,TRUE,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1859096686?accountid=14507,891,Birdwatch call,NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1111/ecog.03414/full,892,The 'Hutchinsonian niche'as an assemblage of demographic niches: implications for species geographic ranges,NA,NA,NA,NA,2017,NA
https://riojournal.com/article_preview.php?id=11875,893,4th European Biodiversity Observation Network (EU BON) Stakeholder Roundtable: Pathways to sustainability for EU BONs network of collaborators and …,NA,NA,NA,NA,2017,NA
http://journals.sagepub.com/doi/abs/10.1177/1075547017736068,894,"Gadflies Biting Science Communication: Engagement, Tricksters, and Ambivalence Online",NA,NA,NA,NA,2017,NA
http://onlinelibrary.wiley.com/doi/10.1002/2017WR020838/full,895,The essential value of long‐term experimental data for hydrology and water management,NA,NA,NA,NA,2017,NA
NA,896,"Deep-water form of the devonshire cup coral Caryophyllia smithii var. clavus scacchi, 1835 (Anthozoa, Scleractinia, Caryophyllidae) in Irish waters, and a review of Caryophyllia species reported from the North East Atlantic",NA,"Quigley, DTG.; Churraidhin, SN; MacGabhann, D",Bulletin of the Irish Biogeographical Society,NA,2017,NA
https://www.osti.gov/scitech/servlets/purl/1416154,897,Web-Based Learning as a Tool for Public Education and Outreach,NA,NA,NA,NA,2017,NA
NA,898,Testing the validity of a commonly-used habitat suitability index at the edge of a species' range: great crested newt Triturus cristatus in Scotland,FALSE,"O'Brien, D; Hall, J; Miro, A; Wilkinson, J",AMPHIBIA-REPTILIA,10.1163/15685381-00003108,2017,NA
http://greensurge.eu/products/biocultura-diversity/MS22_BCD.pdf,899,"BCD: LINKAGES BETWEEN PEOPLE AND NATURE–DATABASE, TYPOLOGY AND INDICATORS",NA,NA,NA,NA,2017,NA
https://search.proquest.com/docview/1940046086?accountid=14507,900,Temporal and spatial transcriptomic and microRNA dynamics of CAM photosynthesis in pineapple,NA,"Wai, CM; VanBuren, R; Zhang, J; Huang, L; Miao, W; Edger, PP; Yim, WC; Priest, HD; Meyers, BC; Mockler, T; Smith, J Andrew C; Cushman, JC; Ming, R",NA,NA,2017,NA
