title,author,documentURL,database,year,search_venue
Microsatellite analysis supports the existence of three cryptic species within the bumble bee Bombus lucorum sensu lato,"Mckendrick, Lorraine;Provan, Jim;Fitzpatrick, Úna;Brown, Mark J; F;Murray, Tómas E;Stolle, Eckart;Paxton, Robert J",https://search.proquest.com/docview/1899829206?accountid=14507,SciTech Premium Collection,2017,ProQuest
Understanding the (inter)disciplinary and institutional diversity of citizen science: A survey of current practice in Germany and Austria,"Pettibone, Lisa;Vohland, Katrin;Ziegler, David",https://search.proquest.com/docview/1914149273?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Predicting the likely impact of urbanisation on bat populations using citizen science data, a case study for Norfolk, UK","Border, Jennifer A;Newson, Stuart E;David C.J. White;Gillings, Simon",https://search.proquest.com/docview/2000472725?accountid=14507,SciTech Premium Collection,2017,ProQuest
The role of citizen science in monitoring small-scale pollution events.,"Hyder, Kieran;Wright, Serena;Kirby, Mark;Brant, Jan",https://search.proquest.com/docview/1896416087?accountid=14507,SciTech Premium Collection,2017,ProQuest
Sonic Kayaks: Environmental monitoring and experimental music by citizens,"Griffiths, Amber G F;Kemp, Kirsty M;Matthews, Kaffe;Garrett, Joanne K;Griffiths, David J",https://search.proquest.com/docview/1977659635?accountid=14507,SciTech Premium Collection,2017,ProQuest
Large-scale citizen science improves assessment of risk posed by wind farms to bats in southern Scotland,"Newson, Stuart E;Evans, Hazel E;Gillings, Simon;Jarrett, David;Raynor, Robert;Wilson, Mark W",https://search.proquest.com/docview/2000581998?accountid=14507,SciTech Premium Collection,2017,ProQuest
Potential distribution of Drosophila suzukii (Diptera: Drosophilidae) in relation to alternate hosts in Mexico,"Castro-Sosa, Rigoberto;Castillo-Peralta, María del R;Monterroso-Rivas, Alejandro I;Gomez-Díaz, Jesús D;Flores-González, Erick;Rebollar-Alviter, Ángel",https://search.proquest.com/docview/2041126757?accountid=14507,SciTech Premium Collection,2017,ProQuest
Calling all citizen scientists,"O'Sullivan, Kevin",https://search.proquest.com/docview/1973232354?accountid=14507,European Newsstream,2017,ProQuest
Plants and animals may be doomed by the Beast from the East,NA,https://search.proquest.com/docview/2009677915?accountid=14507,European Newsstream,2018,ProQuest
BIRD NOTES [Northeast Region],"Hughes, Julian",https://search.proquest.com/docview/2013769792?accountid=14507,European Newsstream,2018,ProQuest
BIRD NOTES With Julian Hughes [...],NA,https://search.proquest.com/docview/2013815062?accountid=14507,European Newsstream,2018,ProQuest
An Irish national vegetation classification system for aquatic river macrophytes,"Weekes, Lynda;Kącki, Zygmunt;FitzPatrick, Úna;Kelly, Fiona;Matson, Ronan;Mary Kelly‐Quinn",https://search.proquest.com/docview/2030873408?accountid=14507,SciTech Premium Collection,2018,ProQuest
WHAT DO WE WANT? RIGHTS FOR RIVERS,"Thompson, Sylvia",https://search.proquest.com/docview/2024642883?accountid=14507,European Newsstream,2018,ProQuest
"Citizen science reveals when to expect a spider in your home, and where they like to lurk, creep and crawl; New research, fuelled by thousands of sightings recorded by the public, has shed new light on UK house spider behaviour",NA,https://search.proquest.com/docview/2026387111?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2018,ProQuest
Native ladybird decline caused by the invasive harlequin ladybird &lt;i&gt;Harmonia axyridis&lt;/i&gt;: evidence from a long‐term field study,"Brown, Peter M J;Roy, Helen E",https://search.proquest.com/docview/2033708792?accountid=14507,SciTech Premium Collection,2018,ProQuest
Predicting population trends using citizen science data: do subsampling methods produce reliable estimates for mammals?,"Callcutt, Katie;Croft, Simon;Smith, Graham C",https://search.proquest.com/docview/2032682998?accountid=14507,SciTech Premium Collection,2018,ProQuest
The spatial distribution and environmental triggers of ant mating flights: using citizen‐science data to reveal national patterns,"Hart, Adam G;Hesselberg, Thomas;Nesbit, Rebecca;Goodenough, Anne E",https://search.proquest.com/docview/2047955779?accountid=14507,SciTech Premium Collection,2018,ProQuest
TV presenter's citizen science project brings mixed response,"Bowern, Philip",https://search.proquest.com/docview/2053223122?accountid=14507,European Newsstream,2018,ProQuest
Using citizen science to investigate the role of productivity in House Sparrow Passer domesticus population trends,"Morrison, Catriona A;Robinson, Robert A;Leech, Dave I;Dadam, Daria;Toms, Mike P",https://search.proquest.com/docview/1686720946?accountid=14507,SciTech Premium Collection,2014,ProQuest
A quantitative atlas of Even-skipped and Hunchback expression in Clogmia albipunctata (Diptera: Psychodidae) blastoderm embryos.,"Janssens, Hilde;Siggens, Ken;Cicin-Sain, Damjan;Jiménez-Guri, Eva;Musy, Marco;Akam, Michael;Jaeger, Johannes",https://search.proquest.com/docview/1492690076?accountid=14507,SciTech Premium Collection,2014,ProQuest
Impact of human pressure and forest fragmentation on the Endangered Barbary macaque Macaca sylvanus in the Middle Atlas of Morocco,"Ménard, Nelly;Rantier, Yann;Foulquier, Adrien;Qarro, Mohamed;Chillasse, Lahcen;Vallet, Dominique;Pierre, Jean-Sébastien;Butet, Alain",https://search.proquest.com/docview/1544337405?accountid=14507,SciTech Premium Collection,2014,ProQuest
The butterfly effect - hot weather will see an invasion of fluttering swarms [Eire Region],"Mallon, Sandra",https://search.proquest.com/docview/1518601427?accountid=14507,European Newsstream,2014,ProQuest
Survey to spot our ladybird population,NA,https://search.proquest.com/docview/1519887027?accountid=14507,European Newsstream,2014,ProQuest
Citizen Science: Getting More Involved with Science,"Leeder, Poppy",https://search.proquest.com/docview/1720059125?accountid=14507,Social Science Premium Collection,2014,ProQuest
TCD goes global with 'citizen science' project to shed further light on sunspots and solar storms,NA,https://search.proquest.com/docview/1535651074?accountid=14507,European Newsstream,2014,ProQuest
The butterfly effect: summer is a spotter's paradise,"Courtney, Kevin",https://search.proquest.com/docview/1537090077?accountid=14507,European Newsstream,2014,ProQuest
Why the common earthworm is vital to human survival,NA,https://search.proquest.com/docview/1541578280?accountid=14507,European Newsstream,2014,ProQuest
Go wild to help the butterflies,"MacKnight, Hugh",https://search.proquest.com/docview/1545729202?accountid=14507,European Newsstream,2014,ProQuest
Scientist seeks out rarest wildlife [Edition 3],"Stephens, Danielle",https://search.proquest.com/docview/1549072807?accountid=14507,European Newsstream,2014,ProQuest
Northward range shifts in Korean butterflies,"Kwon, Tae-sung;Lee, Cheol Min;Kim, Sung-soo",https://search.proquest.com/docview/1564009811?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2014,ProQuest
Citizen science: best practices to remove observer bias in trend analysis,"Gonsamo, Alemu;D'odorico, Petra",https://search.proquest.com/docview/1625470099?accountid=14507,"Military Database,SciTech Premium Collection",2014,ProQuest
Effects of Habitat on Breeding Success in a Declining Migrant Songbird: the Case of Pied Flycatcher Ficedula hypoleuca,"Goodenough, Anne E",https://search.proquest.com/docview/2000005126?accountid=14507,SciTech Premium Collection,2014,ProQuest
HOWMUCH DO WE KNOWABOUT THE CONTRIBUTORS TO VOLUNTEERED GEOGRAPHIC INFORMATION AND CITIZEN SCIENCE PROJECTS?,"Mooney, P;Morgan, L",https://search.proquest.com/docview/1987377317?accountid=14507,SciTech Premium Collection,2015,ProQuest
How much effort is enough? The power of citizen science to monitor trends in coastal cetacean species,"Embling, C B;A.E.M. Walters;Dolman, S J",https://search.proquest.com/docview/2000406289?accountid=14507,SciTech Premium Collection,2015,ProQuest
Empowering citizen science: a generic data collection framework,"Duque Jaramillo, Sebastián",https://search.proquest.com/docview/2039838501?accountid=14507,ProQuest Dissertations & Theses A&I,2015,ProQuest
ZSL London Zoo is all of a flutter this February half term,NA,https://search.proquest.com/docview/1648572574?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2015,ProQuest
Doing the Great British Class Survey,"Devine, Fiona;Snee, Helene",https://search.proquest.com/docview/1701494794?accountid=14507,PsycINFO,2015,ProQuest
Conducting perception research over the internet: a tutorial review,"Woods, Andy T;Velasco, Carlos;Levitan, Carmel A;Wan, Xiaoang;Spence, Charles",https://search.proquest.com/docview/1957740649?accountid=14507,SciTech Premium Collection,2015,ProQuest
Using citizen science to monitor pollination services,"Birkin, Linda;Goulson, Dave",https://search.proquest.com/docview/1753417197?accountid=14507,SciTech Premium Collection,2015,ProQuest
A Coo for Lisburn pupils as they win bid to name bird on satellite-tracked epic flight,"Stewart, Linda",https://search.proquest.com/docview/1711184494?accountid=14507,European Newsstream,2015,ProQuest
Halt extinction is 'bee's knees' [Eire Region],"Ellis, Fiona",https://search.proquest.com/docview/1713182977?accountid=14507,European Newsstream,2015,ProQuest
Patterns and causes of covariation in bird and butterfly community structure,"Eglington, Sarah M;Brereton, Tom M;Tayleur, Catherine M;Noble, David;Risely, Kate;Roy, David B;Pearce-higgins, James W",https://search.proquest.com/docview/1708785557?accountid=14507,SciTech Premium Collection,2015,ProQuest
Eye on Nature Ethna Viney answers your queries,"Viney, Ethna",https://search.proquest.com/docview/1728326915?accountid=14507,European Newsstream,2015,ProQuest
Use of remote sensing to produce a habitat map of Norfolk,"Bell, Gemma;Neal, Samuel;Medcalf, Katie",https://search.proquest.com/docview/2000168643?accountid=14507,SciTech Premium Collection,2015,ProQuest
Widespread mistaken identity in tropical plant collections.,"Goodwin, Zoë A;Harris, David J;Filer, Denis;Wood, John R I;Scotland, Robert W",https://search.proquest.com/docview/1735329553?accountid=14507,SciTech Premium Collection,2015,ProQuest
Exploring the entry points for citizen science in urban sustainability initiatives,"Colston, Nicole M;Vadjunec, Jacqueline M;Wakeford, Tom",https://search.proquest.com/docview/1825421677?accountid=14507,SciTech Premium Collection,2015,ProQuest
Tagging programme to keep tabs on migration patterns of adult bass,"Evans, Derek",https://search.proquest.com/docview/1748503803?accountid=14507,European Newsstream,2015,ProQuest
Our beautiful butterflies are struggling,PR Script Managers,https://search.proquest.com/docview/1748723868?accountid=14507,European Newsstream,2015,ProQuest
Essays on the Recreational Value of Avian Biodiversity,"Kolstoe, Sonja H.",https://search.proquest.com/docview/1808262309?accountid=14507,ProQuest Dissertations & Theses A&I,2016,ProQuest
Geographic range size: Measuring the fundamental unit of biogeography and evaluating climatic factors that may influence longitudinal range size gradients in North American trees,"Donoghue, John",https://search.proquest.com/docview/1858816349?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
Designing for Online Collaborations and Local Environmental Action In Citizen Science: A Multiple Case Study,"Kermish-Allen, Ruth",https://search.proquest.com/docview/1865331111?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
A WING AND A PRAYER,Anonymous,https://search.proquest.com/docview/1770837255?accountid=14507,SciTech Premium Collection,2016,ProQuest
Endemic birds of the Fynbos biome: a conservation assessment and impacts of climate change,"LEE, ALAN T K;BARNARD, PHOEBE",https://search.proquest.com/docview/1770194692?accountid=14507,SciTech Premium Collection,2016,ProQuest
Upheavals in the furry underworld,"Viney, Michael",https://search.proquest.com/docview/1771288385?accountid=14507,European Newsstream,2016,ProQuest
Intelligent Sensing for Citizen Science,"O'grady, Michael J;Muldoon, Conor;Carr, Dominic;Wan, Jie;Kroon, Barnard;O'hare, Gregory M; P",https://search.proquest.com/docview/1780452373?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2016,ProQuest
What a spot of spring luck!,"Byrne, Nicola",https://search.proquest.com/docview/1792265236?accountid=14507,European Newsstream,2016,ProQuest
The effect of artificial lighting on the arrival time of birds using garden feeding stations in winter: A missed opportunity?,"Clewley, Gary D;Plummer, Kate E;Robinson, Robert A;Simm, Clare H;Toms, Mike P",https://search.proquest.com/docview/1798626270?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
Citizen Science Part 2: Adventure and Authentic Learning in the Library,"Lamb, Annette",https://search.proquest.com/docview/1830306077?accountid=14507,Social Science Premium Collection,2016,ProQuest
Crowdsourcing: It Matters Who the Crowd Are. The Impacts of between Group Variations in Recording Land Cover,"Comber, Alexis;Mooney, Peter;Purves, Ross S;Rocchini, Duccio;Walz, Ariane",https://search.proquest.com/docview/1807076338?accountid=14507,SciTech Premium Collection,2016,ProQuest
"An Irish record of Bombus vestalis(Geoffroy, 1785) (Hymenoptera: Apidae, Apinae), after 88 years",Anonymous,https://search.proquest.com/docview/1837313041?accountid=14507,SciTech Premium Collection,2016,ProQuest
Quality control in public participation assessments of water quality: the OPAL Water Survey.,"Rose, N L;Turner, S D;Goldsmith, B;Gosling, L;Davidson, T A",https://search.proquest.com/docview/1807532988?accountid=14507,SciTech Premium Collection,2016,ProQuest
A typology for strategies to connect citizen science and management,"Freitag, Amy",https://search.proquest.com/docview/1811532859?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2016,ProQuest
Development and evaluation of species distribution models for five endangered elasmobranchs in southwestern Atlantic,"Klippel, Sandro;Amaral, Silvana;Vinhas, Lúbia",https://search.proquest.com/docview/1812120718?accountid=14507,SciTech Premium Collection,2016,ProQuest
RAPPER: A new method for rapid assessment of macroalgae as a complement to diatom-based assessments of ecological status.,"Kelly, Martyn G;Krokowski, Jan;Harding, J P C",https://search.proquest.com/docview/1815682052?accountid=14507,SciTech Premium Collection,2016,ProQuest
In situ and ex situ diversity analysis of priority crop wild relatives in Norway,"Phillips, Jade;Asdal, Ã smund;Brehm, Joana Magos;Rasmussen, Morten;Maxted, Nigel",https://search.proquest.com/docview/2020915156?accountid=14507,SciTech Premium Collection,2016,ProQuest
Deep-sea coral reefs at risk from effects of climate change,"Amos, Ilona",https://search.proquest.com/docview/2014075627?accountid=14507,European Newsstream,2016,ProQuest
"Patterns of Sponge Biodiversity in the Pilbara, Northwestern Australia","Fromont, Jane;Wahab, Muhammad Azmi Abdul;Gomez, Oliver;Ekins, Merrick;Grol, Monique;Hooper, John Norman Ashby",https://search.proquest.com/docview/1858315526?accountid=14507,SciTech Premium Collection,2016,ProQuest
"Vertex- and atlas-based comparisons in measures of cortical thickness, gyrification and white matter volume between humans and chimpanzees","Hopkins, William D;Li, Xiang;Crow, Tim;Roberts, Neil",https://search.proquest.com/docview/1857241344?accountid=14507,SciTech Premium Collection,2017,ProQuest
Birds in New York State Have Altered Their Migration Timing and Are Experiencing Different Thermal Regimes While Breeding or on Stopover from 2010 to 2015,"Pudalov, Natalie;Ziatek, Sydney;Jimenez, Ana Gabriela",https://search.proquest.com/docview/1945047146?accountid=14507,SciTech Premium Collection,2017,ProQuest
Managing Data Quality in Observational Citizen Science,"Sheppard, S. Andrew",https://search.proquest.com/docview/2025465921?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
Gardeners' worlds,"Stephenson, Hannah",https://search.proquest.com/docview/1855256912?accountid=14507,European Newsstream,2017,ProQuest
Birdwatch call,NA,https://search.proquest.com/docview/1859096686?accountid=14507,European Newsstream,2017,ProQuest
Citizen science shows systematic changes in the temperature difference between air and inland waters with global warming,"Weyhenmeyer, Gesa A;Mackay, Murray;Stockwell, Jason D;Thiery, Wim;Grossart, Hans-peter;Augusto-silva, Pétala B;Baulch, Helen M;De Eyto, Elvira;Hejzlar, Josef;Kangur, Külli;Kirillin, Georgiy;Pierson, Don C;Rusak, James A;Sadro, Steven;Woolway, R Iestyn",https://search.proquest.com/docview/1903363866?accountid=14507,SciTech Premium Collection,2017,ProQuest
BIRD NOTES With Julian Hughes [Northeast Region],NA,https://search.proquest.com/docview/1886915724?accountid=14507,European Newsstream,2017,ProQuest
BIRD NOTES,"Hughes, Julian",https://search.proquest.com/docview/1886925793?accountid=14507,European Newsstream,2017,ProQuest
Quality of citizen science data and its consequences for the conservation of skipper butterflies (Hesperiidae) in Flanders (northern Belgium),"Vantieghem, Pieter;Maes, Dirk;Kaiser, Aurélien;Merckx, Thomas",https://search.proquest.com/docview/1912907494?accountid=14507,SciTech Premium Collection,2017,ProQuest
Task Workflow Design and its impact on performance and volunteers' subjective preference in Virtual Citizen Science,"Sprinks, James;Wardlaw, Jessica;Houghton, Robert;Bamford, Steven;Morley, Jeremy",https://search.proquest.com/docview/1910785747?accountid=14507,PsycINFO,2017,ProQuest
Taxonomic bias in biodiversity data and societal preferences,"Troudet, Julien;Grandcolas, Philippe;Blin, Amandine;Vignes-lebbe, Régine;Legendre, Frédéric",https://search.proquest.com/docview/1957269197?accountid=14507,SciTech Premium Collection,2017,ProQuest
NBN launches Initiative for Zionist Innovation to support entrepreneurial immigrants,"Zieve, Tamara",https://search.proquest.com/docview/1941984156?accountid=14507,Entrepreneurship Database,2017,ProQuest
Benefits and challenges of incorporating citizen science into university education,"Mitchell, Nicola;Triska, Maggie;Liberatore, Andrea;Ashcroft, Linden;Weatherill, Richard;Longnecker, Nancy",https://search.proquest.com/docview/1958606331?accountid=14507,SciTech Premium Collection,2017,ProQuest
Contributions of citizen science to landscape democracy: potentials and challenges of current approaches,"Shaw, Brian J;Draux, Hélène;García Martín, María;Martin, John;Bieling, Claudia",https://search.proquest.com/docview/1969002137?accountid=14507,SciTech Premium Collection,2017,ProQuest
Genomic barcoding of plants: African trade in Anacyclus (Asteraceae),"Manzanilla, Vincent;Kool, Anneleen;Martin, Gary;de Boer, Hugo",https://search.proquest.com/docview/1992269751?accountid=14507,SciTech Premium Collection,2017,ProQuest
Seafarer citizen scientist ocean transparency data as a resource for phytoplankton and climate research,"Secchi Disk Seafarers;Lavender, Samantha;Beaugrand, Gregory;Outram, Nicholas;Barlow, Nigel;Crotty, David;Evans, Jake;Kirby, Richard",https://search.proquest.com/docview/1973446865?accountid=14507,SciTech Premium Collection,2017,ProQuest
NetComm Wireless launches new network connection device,NA,https://search.proquest.com/docview/1974966913?accountid=14507,SciTech Premium Collection,2017,ProQuest
A Combined Approach to Classifying Land Surface Cover of Urban Domestic Gardens Using Citizen Science Data and High Resolution Image Analysis,"Baker, Fraser;Smith, Claire L;Cavan, Gina",https://search.proquest.com/docview/2042193999?accountid=14507,SciTech Premium Collection,2018,ProQuest
Technology; New Technology Study Findings Have Been Reported by Researchers at Imperial College (Citizen science for hydrological risk reduction and resilience building),NA,https://search.proquest.com/docview/1984528962?accountid=14507,SciTech Premium Collection,2018,ProQuest
Endemism and conservation of Amazon palms,"Alvez-Valles, Carlos Mariano;Balslev, Henrik;Fabrício Alvim Carvalho;Garcia-Villacorta, Roosevelt;Grandez, Cesar;Luiz Menini Neto",https://search.proquest.com/docview/2002183624?accountid=14507,SciTech Premium Collection,2018,ProQuest
"Using data from schools to model variation in soil invertebrates across the UK: The importance of weather, climate, season and habitat","Martay, B;Pearce-Higgins, J W",https://search.proquest.com/docview/2053881167?accountid=14507,SciTech Premium Collection,2018,ProQuest
Golden year for goldfinches and other garden birds in annual survey,"Beament, Emily",https://search.proquest.com/docview/2018987841?accountid=14507,European Newsstream,2018,ProQuest
Large-scale commonness is the best predictor of bird species presence in European cities,"Ferenc, Michal;Sedláček, Ondřej;Fuchs, Roman;Hořák, David;Storchová, Lenka;Fraissinet, Maurizio;Storch, David",https://search.proquest.com/docview/2019741211?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2018,ProQuest
Congruency in fungal phenology patterns across dataset sources and scales,"Andrew, Carrie;Gange, Alan C;Senn-Irlet, Beatrice;Heegaard, Einar;HÃ¥vard Kauserud;Boddy, Lynne;Kirk, Paul M;Egli, Simon;Büntgen, Ulf",https://search.proquest.com/docview/2053887209?accountid=14507,SciTech Premium Collection,2018,ProQuest
Cross-species inference of long non-coding RNAs greatly expands the ruminant transcriptome.,"Bush, Stephen J;Muriuki, Charity;McCulloch, Mary E B;Farquhar, Iseabail L;Clark, Emily L;Hume, David A",https://search.proquest.com/docview/2030931715?accountid=14507,SciTech Premium Collection,2018,ProQuest
Upscaling biodiversity: estimating the species–area relationship from small samples,"Kunin, William E;Harte, John;He, Fangliang;Cang Hui;Jobe, R Todd;Ostling, Annette;Polce, Chiara;Šizling, Arnošt;Smith, Adam B;Smith, Krister;Smart, Simon M;Storch, David;Even Tjørve;Karl‐Inne Ugland;Werner, Ulrich;Varma, Varun",https://search.proquest.com/docview/2032798126?accountid=14507,SciTech Premium Collection,2018,ProQuest
"Climate, landscape, habitat, and woodland management associations with hazel dormouse &lt;i&gt;Muscardinus avellanarius&lt;/i&gt; population status","Goodwin, Cecily E D;Suggitt, Andrew J;Bennie, Jonathan;Silk, Matthew J;Duffy, James P;Nida Al‐Fulaij;Bailey, Sallie;Hodgson, David J;McDonald, Robbie A",https://search.proquest.com/docview/2049613861?accountid=14507,SciTech Premium Collection,2018,ProQuest
"Is it a bird? Is it a plane? No, it's a 37mph ladybird at 3,600ft",NA,https://search.proquest.com/docview/1507756770?accountid=14507,European Newsstream,2014,ProQuest
Fife urged to support seashell survey,NA,https://search.proquest.com/docview/1524231828?accountid=14507,European Newsstream,2014,ProQuest
"Government urges public to help bees, but must play its part too",NA,https://search.proquest.com/docview/1547341457?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2014,ProQuest
Public urged to help count butterflies,"Marks, Gary",https://search.proquest.com/docview/1547776171?accountid=14507,European Newsstream,2014,ProQuest
Monitoring butterflies and bees at Abbeyleix bog,NA,https://search.proquest.com/docview/1548009327?accountid=14507,European Newsstream,2014,ProQuest
Tortoiseshell fights back in butterfly count,"Hesp, Martin",https://search.proquest.com/docview/1561943980?accountid=14507,European Newsstream,2014,ProQuest
How dear are deer volunteers: the efficiency of monitoring deer using teams of volunteers to conduct pellet group counts,"Buesching, Christina D;Newman, Chris;Macdonald, David W",https://search.proquest.com/docview/1817825716?accountid=14507,SciTech Premium Collection,2014,ProQuest
Country corner,NA,https://search.proquest.com/docview/1614125461?accountid=14507,European Newsstream,2014,ProQuest
Probability densities of superconductors,"Gamalath, K A I L Wijewardena;Udeni, G D K N",https://search.proquest.com/docview/1655740927?accountid=14507,SciTech Premium Collection,2015,ProQuest
COMPARING NATIONAL DIFFERENCES IN WHAT PEOPLE PERCEIVE TO BE &lt;i&gt;THERE&lt;/i&gt;: MAPPING VARIATIONS IN CROWD SOURCED LAND COVER,"Comber, A;Mooney, P;Purves, R S;Rocchini, D;Walz, A",https://search.proquest.com/docview/1756968293?accountid=14507,SciTech Premium Collection,2015,ProQuest
Trepostomate bryozoans from the upper Katian (Upper Ordovician) of Morocco: gigantism in high latitude Gondwana platforms,"Jiménez-Sánchez, Andrea;Vennin, Enmanuelle;Villas, Enrique",https://search.proquest.com/docview/1747248325?accountid=14507,SciTech Premium Collection,2015,ProQuest
Conducting perception research over the Internet: a tutorial review,"Woods, Andy T;Velasco, Carlos;Levitan, Carmel A;Wan, Xiaong;Spence, Charles",https://search.proquest.com/docview/1959985170?accountid=14507,SciTech Premium Collection,2015,ProQuest
New trepostomate bryozoans from the Upper Ordovician of Morocco and the temperature influence on zooid size,"Jiménez-Sánchez, Andrea;Villas, Enrique;Vennin, Enmanuelle",https://search.proquest.com/docview/1727611748?accountid=14507,SciTech Premium Collection,2015,ProQuest
West crusaders have long been champions of ocean predators,"Freeman, Martin",https://search.proquest.com/docview/1681147018?accountid=14507,European Newsstream,2015,ProQuest
Plymothians battling to save sharks,"Davies, Sian",https://search.proquest.com/docview/1682476283?accountid=14507,European Newsstream,2015,ProQuest
Events mark the slow march of spring - with a top speed of 2mph,"Wells, David",https://search.proquest.com/docview/1687499282?accountid=14507,European Newsstream,2015,ProQuest
Sir David issues rallying call to help save butterflies,NA,https://search.proquest.com/docview/1696152214?accountid=14507,European Newsstream,2015,ProQuest
David Attenborough is urging all to help the butterfly count,"Beament, Emily",https://search.proquest.com/docview/1696846283?accountid=14507,European Newsstream,2015,ProQuest
Make sure beach clean-up is no wash out,NA,https://search.proquest.com/docview/1702789628?accountid=14507,European Newsstream,2015,ProQuest
Fags and booze can't lure moths to my party [Eire Region],"Harrison, Melissa",https://search.proquest.com/docview/1713730698?accountid=14507,European Newsstream,2015,ProQuest
Fags and booze can't lure moths to my party,"Harrison, Melissa",https://search.proquest.com/docview/1713730910?accountid=14507,European Newsstream,2015,ProQuest
Discovery of potential gravitational lenses shows citizen science value,Staff Writers,https://search.proquest.com/docview/1717393273?accountid=14507,SciTech Premium Collection,2015,ProQuest
Amazing dance of the Holly Blue butterfly and the parasitic wasp...,"Hesp, Martin",https://search.proquest.com/docview/1721563728?accountid=14507,European Newsstream,2015,ProQuest
The amazing dance of the Holly Blue,NA,https://search.proquest.com/docview/1722622456?accountid=14507,European Newsstream,2015,ProQuest
Is supplementary feeding in gardens a driver of evolutionary change in a migratory bird species?,"Plummer, Kate E;Siriwardena, Gavin M;Conway, Greg J;Risely, Kate;Toms, Mike P",https://search.proquest.com/docview/1732088885?accountid=14507,SciTech Premium Collection,2015,ProQuest
Meanings teachers make of teaching science outdoors as they explore citizen science,"Benavides, Aerin Benavides",https://search.proquest.com/docview/1795970005?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
"U.S. Forest Service citizen science: Improving monitoring capacity, ecological literacy and outreach","Pitt, Aleksandra N.",https://search.proquest.com/docview/1832312939?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
"Vulnerability of cold-water and cool-water fishes to climate change within an anthropogenic context using boosted regression trees, decision scaling, and ecosystem services","Harrison-Atlas, Dylan",https://search.proquest.com/docview/1858146878?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
New 'atlas' shows decline in some of the county's birds,"Stevens, Zoe",https://search.proquest.com/docview/1765636039?accountid=14507,European Newsstream,2016,ProQuest
Playing with science,"Greenhill, Anita;Holmes, Kate;Woodcock, Jamie;Lintott, Chris;Simmons, Brooke D;Graham, Gary;Cox, Joe;Oh, Eun Young;Masters, Karen",https://search.proquest.com/docview/1790903520?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
What is the public's role in 'space' policymaking? Images of the public by practitioners of 'space' communication in the United Kingdom.,"Entradas, Marta",https://search.proquest.com/docview/1800702818?accountid=14507,SciTech Premium Collection,2016,ProQuest
Cold spring delays blackberry harvest,"Morley, Katie",https://search.proquest.com/docview/1807833295?accountid=14507,European Newsstream,2016,ProQuest
Passerines may be sufficiently plastic to track temperature-mediated shifts in optimum lay date.,"Phillimore, Albert B;Leech, David I;Pearce-Higgins, James W;Hadfield, Jarrod D",https://search.proquest.com/docview/1815365894?accountid=14507,SciTech Premium Collection,2016,ProQuest
News review,NA,https://search.proquest.com/docview/1829007737?accountid=14507,European Newsstream,2016,ProQuest
Autumn settles in for a longer stay,NA,https://search.proquest.com/docview/1841945314?accountid=14507,European Newsstream,2016,ProQuest
&gt; Citizen science COME along [...],NA,https://search.proquest.com/docview/1852705785?accountid=14507,European Newsstream,2016,ProQuest
The Role of Citizen Science in Earth Observation,"Fritz, Steffen;Cidalia Costa Fonte;See, Linda",https://search.proquest.com/docview/1905782707?accountid=14507,SciTech Premium Collection,2017,ProQuest
Optimisation of superconducting thin film growth for next generation superconducting detector applications,"Banerjee, Archan",https://search.proquest.com/docview/1999211189?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2017,ProQuest
Butterfly champion,NA,https://search.proquest.com/docview/1856110288?accountid=14507,European Newsstream,2017,ProQuest
GARDENERS' worlds,NA,https://search.proquest.com/docview/1857092209?accountid=14507,European Newsstream,2017,ProQuest
Historical citizen science to understand and predict climate-driven trout decline,"Clavero Miguel;Ninyerola Miquel;Hermoso Virgilio;Filipe, Ana Filipa;Pla Magda;Villero, Daniel;Brotons Lluís;Delibes Miguel",https://search.proquest.com/docview/1984080333?accountid=14507,SciTech Premium Collection,2017,ProQuest
Charity champions our disappearing wildlife population,"Hesp, Martin",https://search.proquest.com/docview/1858606476?accountid=14507,European Newsstream,2017,ProQuest
Conservation charity backs our wildlife,"Hesp, Martin",https://search.proquest.com/docview/1860274126?accountid=14507,European Newsstream,2017,ProQuest
